8f66d910-172e-11ed-a610-2dd4a9227126;ts_anglevertical;anglevertical;ts_charge;charge;ts_co2;co2;ts_humidity;humidity;ts_illumination;illumination;ts_noise;noise;ts_powerstate;powerstate;ts_temperature;temperature;ts_timestamp;timestamp;ts_type;type
;2022-08-15 05:13:31;13;2022-08-15 05:13:31;88;2022-08-15 05:13:31;496;2022-08-15 05:13:31;36;2022-08-15 05:28:32;0;2022-08-15 05:13:31;42;2022-08-15 05:13:31;1;2022-08-15 05:28:32;30.4;2022-08-15 05:13:31;1578223531;2022-08-15 05:18:33;normal
;2022-08-15 05:13:34;13;2022-08-15 05:13:34;88;2022-08-15 05:13:34;492;2022-08-15 05:13:34;36;2022-08-15 05:33:29;0;2022-08-15 05:13:34;41;2022-08-15 05:13:34;1;2022-08-15 05:33:29;30.4;2022-08-15 05:13:34;1578223831;2022-08-15 05:18:35;normal
;2022-08-15 05:18:29;13;2022-08-15 05:18:29;88;2022-08-15 05:18:29;492;2022-08-15 05:18:29;36;2022-08-15 05:38:29;0;2022-08-15 05:18:29;41;2022-08-15 05:18:29;1;2022-08-15 05:38:29;30.4;2022-08-15 05:18:29;1578223831;2022-08-15 05:23:29;normal
;2022-08-15 05:18:31;13;2022-08-15 05:18:31;88;2022-08-15 05:18:31;515;2022-08-15 05:18:31;36;2022-08-15 05:53:31;0;2022-08-15 05:18:31;42;2022-08-15 05:18:31;1;2022-08-15 05:53:31;30.4;2022-08-15 05:18:31;1578224131;2022-08-15 05:28:29;normal
;2022-08-15 05:18:33;13;2022-08-15 05:18:33;88;2022-08-15 05:18:33;508;2022-08-15 05:18:33;36;2022-08-15 05:58:29;0;2022-08-15 05:18:33;41;2022-08-15 05:18:33;1;2022-08-15 05:58:29;30.4;2022-08-15 05:18:33;1578224431;2022-08-15 05:28:32;normal
;2022-08-15 05:18:35;13;2022-08-15 05:18:35;88;2022-08-15 05:18:35;506;2022-08-15 05:18:35;36;2022-08-15 05:58:31;0;2022-08-15 05:18:35;42;2022-08-15 05:18:35;1;2022-08-15 05:58:31;30.5;2022-08-15 05:18:35;1578224731;2022-08-15 05:33:29;normal
;2022-08-15 05:23:29;13;2022-08-15 05:23:29;88;2022-08-15 05:23:29;506;2022-08-15 05:23:29;36;2022-08-15 06:03:29;0;2022-08-15 05:23:29;42;2022-08-15 05:23:29;1;2022-08-15 06:03:29;30.5;2022-08-15 05:23:29;1578224731;2022-08-15 05:38:29;normal
;2022-08-15 05:28:29;13;2022-08-15 05:28:29;88;2022-08-15 05:28:29;490;2022-08-15 05:28:29;36;2022-08-15 06:08:29;0;2022-08-15 05:28:29;42;2022-08-15 05:28:29;1;2022-08-15 06:08:29;30.4;2022-08-15 05:28:29;1578225031;2022-08-15 05:43:29;
;2022-08-15 05:28:32;13;2022-08-15 05:28:32;88;2022-08-15 05:28:32;501;2022-08-15 05:28:32;36;2022-08-15 06:13:28;0;2022-08-15 05:28:32;42;2022-08-15 05:28:32;1;2022-08-15 06:13:28;30.4;2022-08-15 05:28:32;1578225331;2022-08-15 05:53:31;normal
;2022-08-15 05:33:29;13;2022-08-15 05:33:29;88;2022-08-15 05:33:29;501;2022-08-15 05:33:29;36;2022-08-15 06:13:30;0;2022-08-15 05:33:29;42;2022-08-15 05:33:29;1;2022-08-15 06:13:30;30.4;2022-08-15 05:33:29;1578225331;2022-08-15 05:58:29;normal
;2022-08-15 05:38:29;13;2022-08-15 05:38:29;88;2022-08-15 05:38:29;501;2022-08-15 05:38:29;36;2022-08-15 06:18:29;0;2022-08-15 05:38:29;42;2022-08-15 05:38:29;1;2022-08-15 06:18:29;30.4;2022-08-15 05:38:29;1578225331;2022-08-15 05:58:31;normal
;2022-08-15 05:43:29;1;2022-08-15 05:43:29;16;2022-08-15 05:43:29;89;2022-08-15 05:43:29;80;2022-08-15 06:18:31;0;2022-08-15 05:43:29;0;2022-08-15 05:43:29;0;2022-08-15 06:18:31;30.4;2022-08-15 05:43:29;1359282432;2022-08-15 06:03:29;normal
;2022-08-15 05:43:30;0;2022-08-15 05:43:30;0;2022-08-15 05:43:30;25972;2022-08-15 05:43:30;115;2022-08-15 06:23:28;0;2022-08-15 05:43:30;117;2022-08-15 05:43:30;45;2022-08-15 06:23:28;30.4;2022-08-15 05:43:30;1634166102;2022-08-15 06:08:29;normal
;2022-08-15 05:48:29;0;2022-08-15 05:48:29;0;2022-08-15 05:48:29;25972;2022-08-15 05:48:29;115;2022-08-15 06:23:30;0;2022-08-15 05:48:29;117;2022-08-15 05:48:29;45;2022-08-15 06:23:30;30.3;2022-08-15 05:48:29;1634166102;2022-08-15 06:13:28;normal
;2022-08-15 05:53:31;13;2022-08-15 05:53:31;88;2022-08-15 05:53:31;504;2022-08-15 05:53:31;36;2022-08-15 06:28:29;0;2022-08-15 05:53:31;43;2022-08-15 05:53:31;1;2022-08-15 06:28:29;30.3;2022-08-15 05:53:31;1578225488;2022-08-15 06:13:30;normal
;2022-08-15 05:58:29;13;2022-08-15 05:58:29;88;2022-08-15 05:58:29;504;2022-08-15 05:58:29;36;2022-08-15 06:28:31;0;2022-08-15 05:58:29;43;2022-08-15 05:58:29;1;2022-08-15 06:28:31;30.3;2022-08-15 05:58:29;1578225488;2022-08-15 06:18:29;normal
;2022-08-15 05:58:31;13;2022-08-15 05:58:31;88;2022-08-15 05:58:31;505;2022-08-15 05:58:31;36;2022-08-15 06:33:29;0;2022-08-15 05:58:31;44;2022-08-15 05:58:31;1;2022-08-15 06:33:29;30.3;2022-08-15 05:58:31;1578225631;2022-08-15 06:18:31;normal
;2022-08-15 06:03:29;13;2022-08-15 06:03:29;88;2022-08-15 06:03:29;505;2022-08-15 06:03:29;36;2022-08-15 06:33:30;0;2022-08-15 06:03:29;44;2022-08-15 06:03:29;1;2022-08-15 06:33:30;30.3;2022-08-15 06:03:29;1578225631;2022-08-15 06:23:28;normal
;2022-08-15 06:08:29;13;2022-08-15 06:08:29;88;2022-08-15 06:08:29;508;2022-08-15 06:08:29;36;2022-08-15 06:38:29;0;2022-08-15 06:08:29;46;2022-08-15 06:08:29;1;2022-08-15 06:38:29;30.3;2022-08-15 06:08:29;1578225931;2022-08-15 06:23:30;normal
;2022-08-15 06:13:28;13;2022-08-15 06:13:28;88;2022-08-15 06:13:28;508;2022-08-15 06:13:28;36;2022-08-15 06:43:29;0;2022-08-15 06:13:28;46;2022-08-15 06:13:28;1;2022-08-15 06:43:29;30.3;2022-08-15 06:13:28;1578225931;2022-08-15 06:28:29;normal
;2022-08-15 06:13:30;13;2022-08-15 06:13:30;88;2022-08-15 06:13:30;510;2022-08-15 06:13:30;36;2022-08-15 06:43:31;0;2022-08-15 06:13:30;47;2022-08-15 06:13:30;1;2022-08-15 06:43:31;30.3;2022-08-15 06:13:30;1578226231;2022-08-15 06:28:31;normal
;2022-08-15 06:18:29;13;2022-08-15 06:18:29;88;2022-08-15 06:18:29;510;2022-08-15 06:18:29;36;2022-08-15 06:48:28;0;2022-08-15 06:18:29;47;2022-08-15 06:18:29;1;2022-08-15 06:48:28;30.3;2022-08-15 06:18:29;1578226231;2022-08-15 06:33:29;normal
;2022-08-15 06:18:31;13;2022-08-15 06:18:31;88;2022-08-15 06:18:31;497;2022-08-15 06:18:31;36;2022-08-15 06:48:31;0;2022-08-15 06:18:31;44;2022-08-15 06:18:31;1;2022-08-15 06:48:31;30.3;2022-08-15 06:18:31;1578226531;2022-08-15 06:33:30;normal
;2022-08-15 06:23:28;13;2022-08-15 06:23:28;88;2022-08-15 06:23:28;497;2022-08-15 06:23:28;36;2022-08-15 06:53:28;0;2022-08-15 06:23:28;44;2022-08-15 06:23:28;1;2022-08-15 06:53:28;30.3;2022-08-15 06:23:28;1578226531;2022-08-15 06:38:29;normal
;2022-08-15 06:23:30;13;2022-08-15 06:23:30;88;2022-08-15 06:23:30;511;2022-08-15 06:23:30;36;2022-08-15 06:53:30;0;2022-08-15 06:23:30;43;2022-08-15 06:23:30;1;2022-08-15 06:53:30;30.3;2022-08-15 06:23:30;1578226831;2022-08-15 06:43:29;normal
;2022-08-15 06:28:29;13;2022-08-15 06:28:29;88;2022-08-15 06:28:29;511;2022-08-15 06:28:29;36;2022-08-15 06:58:29;0;2022-08-15 06:28:29;43;2022-08-15 06:28:29;1;2022-08-15 06:58:29;30.3;2022-08-15 06:28:29;1578226831;2022-08-15 06:43:31;normal
;2022-08-15 06:28:31;13;2022-08-15 06:28:31;88;2022-08-15 06:28:31;498;2022-08-15 06:28:31;36;2022-08-15 06:58:31;0;2022-08-15 06:28:31;42;2022-08-15 06:28:31;1;2022-08-15 06:58:31;30.2;2022-08-15 06:28:31;1578227131;2022-08-15 06:48:28;normal
;2022-08-15 06:33:29;13;2022-08-15 06:33:29;88;2022-08-15 06:33:29;498;2022-08-15 06:33:29;36;2022-08-15 07:03:28;0;2022-08-15 06:33:29;42;2022-08-15 06:33:29;1;2022-08-15 07:03:28;30.2;2022-08-15 06:33:29;1578227131;2022-08-15 06:48:31;normal
;2022-08-15 06:33:30;12;2022-08-15 06:33:30;88;2022-08-15 06:33:30;493;2022-08-15 06:33:30;37;2022-08-15 07:03:31;0;2022-08-15 06:33:30;40;2022-08-15 06:33:30;1;2022-08-15 07:03:31;30.2;2022-08-15 06:33:30;1578227431;2022-08-15 06:53:28;normal
;2022-08-15 06:38:29;12;2022-08-15 06:38:29;88;2022-08-15 06:38:29;493;2022-08-15 06:38:29;37;2022-08-15 07:08:28;0;2022-08-15 06:38:29;40;2022-08-15 06:38:29;1;2022-08-15 07:08:28;30.2;2022-08-15 06:38:29;1578227431;2022-08-15 06:53:30;normal
;2022-08-15 06:43:29;12;2022-08-15 06:43:29;88;2022-08-15 06:43:29;493;2022-08-15 06:43:29;37;2022-08-15 07:08:31;0;2022-08-15 06:43:29;40;2022-08-15 06:43:29;1;2022-08-15 07:08:31;30.2;2022-08-15 06:43:29;1578227431;2022-08-15 06:58:29;normal
;2022-08-15 06:43:31;13;2022-08-15 06:43:31;88;2022-08-15 06:43:31;506;2022-08-15 06:43:31;37;2022-08-15 07:13:29;0;2022-08-15 06:43:31;42;2022-08-15 06:43:31;1;2022-08-15 07:13:29;30.2;2022-08-15 06:43:31;1578227731;2022-08-15 06:58:31;normal
;2022-08-15 06:48:28;13;2022-08-15 06:48:28;88;2022-08-15 06:48:28;506;2022-08-15 06:48:28;37;2022-08-15 07:18:29;0;2022-08-15 06:48:28;42;2022-08-15 06:48:28;1;2022-08-15 07:18:29;30.2;2022-08-15 06:48:28;1578227731;2022-08-15 07:03:28;normal
;2022-08-15 06:48:31;13;2022-08-15 06:48:31;88;2022-08-15 06:48:31;510;2022-08-15 06:48:31;37;2022-08-15 07:23:28;0;2022-08-15 06:48:31;42;2022-08-15 06:48:31;1;2022-08-15 07:23:28;30.2;2022-08-15 06:48:31;1578228031;2022-08-15 07:03:31;normal
;2022-08-15 06:53:28;13;2022-08-15 06:53:28;88;2022-08-15 06:53:28;510;2022-08-15 06:53:28;37;2022-08-15 07:23:30;0;2022-08-15 06:53:28;42;2022-08-15 06:53:28;1;2022-08-15 07:23:30;30.2;2022-08-15 06:53:28;1578228031;2022-08-15 07:08:28;normal
;2022-08-15 06:53:30;12;2022-08-15 06:53:30;88;2022-08-15 06:53:30;511;2022-08-15 06:53:30;37;2022-08-15 07:28:28;0;2022-08-15 06:53:30;43;2022-08-15 06:53:30;1;2022-08-15 07:28:28;30.2;2022-08-15 06:53:30;1578228331;2022-08-15 07:08:31;normal
;2022-08-15 06:58:29;12;2022-08-15 06:58:29;88;2022-08-15 06:58:29;511;2022-08-15 06:58:29;37;2022-08-15 07:33:28;0;2022-08-15 06:58:29;43;2022-08-15 06:58:29;1;2022-08-15 07:33:28;30.2;2022-08-15 06:58:29;1578228331;2022-08-15 07:13:29;normal
;2022-08-15 06:58:31;12;2022-08-15 06:58:31;88;2022-08-15 06:58:31;499;2022-08-15 06:58:31;37;2022-08-15 07:33:30;0;2022-08-15 06:58:31;42;2022-08-15 06:58:31;1;2022-08-15 07:33:30;30.1;2022-08-15 06:58:31;1578228631;2022-08-15 07:18:29;normal
;2022-08-15 07:03:28;12;2022-08-15 07:03:28;88;2022-08-15 07:03:28;499;2022-08-15 07:03:28;37;2022-08-15 07:38:28;0;2022-08-15 07:03:28;42;2022-08-15 07:03:28;1;2022-08-15 07:38:28;30.1;2022-08-15 07:03:28;1578228631;2022-08-15 07:23:28;normal
;2022-08-15 07:03:31;12;2022-08-15 07:03:31;88;2022-08-15 07:03:31;505;2022-08-15 07:03:31;37;2022-08-15 07:38:30;0;2022-08-15 07:03:31;42;2022-08-15 07:03:31;1;2022-08-15 07:38:30;30.1;2022-08-15 07:03:31;1578228931;2022-08-15 07:23:30;normal
;2022-08-15 07:08:28;12;2022-08-15 07:08:28;88;2022-08-15 07:08:28;505;2022-08-15 07:08:28;37;2022-08-15 07:43:28;0;2022-08-15 07:08:28;42;2022-08-15 07:08:28;1;2022-08-15 07:43:28;30.1;2022-08-15 07:08:28;1578228931;2022-08-15 07:28:28;normal
;2022-08-15 07:08:31;13;2022-08-15 07:08:31;88;2022-08-15 07:08:31;511;2022-08-15 07:08:31;37;2022-08-15 07:43:30;0;2022-08-15 07:08:31;42;2022-08-15 07:08:31;1;2022-08-15 07:43:30;30.1;2022-08-15 07:08:31;1578229231;2022-08-15 07:33:28;normal
;2022-08-15 07:13:29;13;2022-08-15 07:13:29;88;2022-08-15 07:13:29;511;2022-08-15 07:13:29;37;2022-08-15 07:48:28;0;2022-08-15 07:13:29;42;2022-08-15 07:13:29;1;2022-08-15 07:48:28;30.1;2022-08-15 07:13:29;1578229231;2022-08-15 07:33:30;normal
;2022-08-15 07:18:29;13;2022-08-15 07:18:29;88;2022-08-15 07:18:29;511;2022-08-15 07:18:29;37;2022-08-15 07:48:29;0;2022-08-15 07:18:29;42;2022-08-15 07:18:29;1;2022-08-15 07:48:29;30.1;2022-08-15 07:18:29;1578229231;2022-08-15 07:38:28;normal
;2022-08-15 07:23:28;13;2022-08-15 07:23:28;88;2022-08-15 07:23:28;511;2022-08-15 07:23:28;37;2022-08-15 07:48:31;0;2022-08-15 07:23:28;42;2022-08-15 07:23:28;1;2022-08-15 07:48:31;30.1;2022-08-15 07:23:28;1578229231;2022-08-15 07:38:30;normal
;2022-08-15 07:23:30;13;2022-08-15 07:23:30;88;2022-08-15 07:23:30;501;2022-08-15 07:23:30;37;2022-08-15 07:48:31;0;2022-08-15 07:23:30;42;2022-08-15 07:23:30;1;2022-08-15 07:48:31;30;2022-08-15 07:23:30;1578229531;2022-08-15 07:43:28;normal
;2022-08-15 07:28:28;13;2022-08-15 07:28:28;88;2022-08-15 07:28:28;501;2022-08-15 07:28:28;37;2022-08-15 07:48:38;0;2022-08-15 07:28:28;42;2022-08-15 07:28:28;1;2022-08-15 07:48:38;30;2022-08-15 07:28:28;1578229531;2022-08-15 07:43:30;normal
;2022-08-15 07:33:28;13;2022-08-15 07:33:28;88;2022-08-15 07:33:28;501;2022-08-15 07:33:28;37;2022-08-15 07:53:28;0;2022-08-15 07:33:28;42;2022-08-15 07:33:28;1;2022-08-15 07:53:28;30;2022-08-15 07:33:28;1578229531;2022-08-15 07:48:28;normal
;2022-08-15 07:33:30;12;2022-08-15 07:33:30;88;2022-08-15 07:33:30;503;2022-08-15 07:33:30;37;2022-08-15 07:53:30;0;2022-08-15 07:33:30;42;2022-08-15 07:33:30;1;2022-08-15 07:53:30;30;2022-08-15 07:33:30;1578229831;2022-08-15 07:48:29;normal
;2022-08-15 07:38:28;12;2022-08-15 07:38:28;88;2022-08-15 07:38:28;503;2022-08-15 07:38:28;37;2022-08-15 07:58:28;0;2022-08-15 07:38:28;42;2022-08-15 07:38:28;1;2022-08-15 07:58:28;30;2022-08-15 07:38:28;1578229831;2022-08-15 07:48:31;normal
;2022-08-15 07:38:30;13;2022-08-15 07:38:30;88;2022-08-15 07:38:30;504;2022-08-15 07:38:30;37;2022-08-15 07:58:30;0;2022-08-15 07:38:30;42;2022-08-15 07:38:30;1;2022-08-15 07:58:30;30;2022-08-15 07:38:30;1578230131;2022-08-15 07:48:31;normal
;2022-08-15 07:43:28;13;2022-08-15 07:43:28;88;2022-08-15 07:43:28;504;2022-08-15 07:43:28;37;2022-08-15 08:03:28;0;2022-08-15 07:43:28;42;2022-08-15 07:43:28;1;2022-08-15 08:03:28;30;2022-08-15 07:43:28;1578230131;2022-08-15 07:48:33;
;2022-08-15 07:43:30;13;2022-08-15 07:43:30;88;2022-08-15 07:43:30;515;2022-08-15 07:43:30;37;2022-08-15 08:03:31;0;2022-08-15 07:43:30;42;2022-08-15 07:43:30;1;2022-08-15 08:03:31;30;2022-08-15 07:43:30;1578230431;2022-08-15 07:48:38;normal
;2022-08-15 07:48:28;13;2022-08-15 07:48:28;88;2022-08-15 07:48:28;515;2022-08-15 07:48:28;37;2022-08-15 08:08:28;0;2022-08-15 07:48:28;42;2022-08-15 07:48:28;1;2022-08-15 08:08:28;30;2022-08-15 07:48:28;1578230431;2022-08-15 07:53:28;normal
;2022-08-15 07:48:29;12;2022-08-15 07:48:29;88;2022-08-15 07:48:29;499;2022-08-15 07:48:29;37;2022-08-15 08:08:30;0;2022-08-15 07:48:29;42;2022-08-15 07:48:29;1;2022-08-15 08:08:30;30;2022-08-15 07:48:29;1578230731;2022-08-15 07:53:30;normal
;2022-08-15 07:48:31;13;2022-08-15 07:48:31;88;2022-08-15 07:48:31;495;2022-08-15 07:48:31;37;2022-08-15 08:13:28;0;2022-08-15 07:48:31;42;2022-08-15 07:48:31;1;2022-08-15 08:13:28;30;2022-08-15 07:48:31;1578231031;2022-08-15 07:58:28;normal
;2022-08-15 07:48:31;13;2022-08-15 07:48:31;88;2022-08-15 07:48:31;513;2022-08-15 07:48:31;37;2022-08-15 08:13:29;0;2022-08-15 07:48:31;42;2022-08-15 07:48:31;1;2022-08-15 08:13:29;30;2022-08-15 07:48:31;1578231331;2022-08-15 07:58:30;normal
;2022-08-15 07:48:33;1;2022-08-15 07:48:33;16;2022-08-15 07:48:33;89;2022-08-15 07:48:33;80;2022-08-15 08:18:28;0;2022-08-15 07:48:33;0;2022-08-15 07:48:33;0;2022-08-15 08:18:28;30;2022-08-15 07:48:33;1359282432;2022-08-15 08:03:28;normal
;2022-08-15 07:48:34;0;2022-08-15 07:48:34;0;2022-08-15 07:48:34;25972;2022-08-15 07:48:34;115;2022-08-15 08:23:28;0;2022-08-15 07:48:34;117;2022-08-15 07:48:34;45;2022-08-15 08:23:28;30;2022-08-15 07:48:34;1634166102;2022-08-15 08:03:31;normal
;2022-08-15 07:48:38;13;2022-08-15 07:48:38;88;2022-08-15 07:48:38;499;2022-08-15 07:48:38;37;2022-08-15 08:23:31;0;2022-08-15 07:48:38;42;2022-08-15 07:48:38;1;2022-08-15 08:23:31;30;2022-08-15 07:48:38;1578231631;2022-08-15 08:08:28;normal
;2022-08-15 07:53:28;13;2022-08-15 07:53:28;88;2022-08-15 07:53:28;499;2022-08-15 07:53:28;37;2022-08-15 08:28:28;0;2022-08-15 07:53:28;42;2022-08-15 07:53:28;1;2022-08-15 08:28:28;30;2022-08-15 07:53:28;1578231631;2022-08-15 08:08:30;normal
;2022-08-15 07:53:30;12;2022-08-15 07:53:30;88;2022-08-15 07:53:30;500;2022-08-15 07:53:30;37;2022-08-15 08:28:30;0;2022-08-15 07:53:30;41;2022-08-15 07:53:30;1;2022-08-15 08:28:30;29.9;2022-08-15 07:53:30;1578231931;2022-08-15 08:13:28;normal
;2022-08-15 07:58:28;12;2022-08-15 07:58:28;88;2022-08-15 07:58:28;500;2022-08-15 07:58:28;37;2022-08-15 08:33:28;0;2022-08-15 07:58:28;41;2022-08-15 07:58:28;1;2022-08-15 08:33:28;29.9;2022-08-15 07:58:28;1578231931;2022-08-15 08:13:29;normal
;2022-08-15 07:58:30;12;2022-08-15 07:58:30;88;2022-08-15 07:58:30;515;2022-08-15 07:58:30;37;2022-08-15 08:38:28;0;2022-08-15 07:58:30;42;2022-08-15 07:58:30;1;2022-08-15 08:38:28;29.9;2022-08-15 07:58:30;1578232231;2022-08-15 08:18:28;normal
;2022-08-15 08:03:28;12;2022-08-15 08:03:28;88;2022-08-15 08:03:28;515;2022-08-15 08:03:28;37;2022-08-15 08:38:30;0;2022-08-15 08:03:28;42;2022-08-15 08:03:28;1;2022-08-15 08:38:30;29.9;2022-08-15 08:03:28;1578232231;2022-08-15 08:23:28;normal
;2022-08-15 08:03:31;13;2022-08-15 08:03:31;88;2022-08-15 08:03:31;514;2022-08-15 08:03:31;37;2022-08-15 08:43:28;0;2022-08-15 08:03:31;42;2022-08-15 08:03:31;1;2022-08-15 08:43:28;29.9;2022-08-15 08:03:31;1578232531;2022-08-15 08:23:31;normal
;2022-08-15 08:08:28;13;2022-08-15 08:08:28;88;2022-08-15 08:08:28;514;2022-08-15 08:08:28;37;2022-08-15 08:43:29;0;2022-08-15 08:08:28;42;2022-08-15 08:08:28;1;2022-08-15 08:43:29;29.9;2022-08-15 08:08:28;1578232531;2022-08-15 08:28:28;normal
;2022-08-15 08:08:30;13;2022-08-15 08:08:30;88;2022-08-15 08:08:30;513;2022-08-15 08:08:30;37;2022-08-15 08:43:30;0;2022-08-15 08:08:30;42;2022-08-15 08:08:30;1;2022-08-15 08:43:30;29.9;2022-08-15 08:08:30;1578232831;2022-08-15 08:28:30;normal
;2022-08-15 08:13:28;13;2022-08-15 08:13:28;88;2022-08-15 08:13:28;513;2022-08-15 08:13:28;37;2022-08-15 08:43:31;0;2022-08-15 08:13:28;42;2022-08-15 08:13:28;1;2022-08-15 08:43:31;29.9;2022-08-15 08:13:28;1578232831;2022-08-15 08:33:28;normal
;2022-08-15 08:13:29;13;2022-08-15 08:13:29;88;2022-08-15 08:13:29;508;2022-08-15 08:13:29;37;2022-08-15 08:43:34;0;2022-08-15 08:13:29;42;2022-08-15 08:13:29;1;2022-08-15 08:43:34;29.8;2022-08-15 08:13:29;1578233131;2022-08-15 08:38:28;normal
;2022-08-15 08:18:28;13;2022-08-15 08:18:28;88;2022-08-15 08:18:28;508;2022-08-15 08:18:28;37;2022-08-15 08:48:28;0;2022-08-15 08:18:28;42;2022-08-15 08:18:28;1;2022-08-15 08:48:28;29.8;2022-08-15 08:18:28;1578233131;2022-08-15 08:38:30;normal
;2022-08-15 08:23:28;13;2022-08-15 08:23:28;88;2022-08-15 08:23:28;508;2022-08-15 08:23:28;37;2022-08-15 08:48:30;0;2022-08-15 08:23:28;42;2022-08-15 08:23:28;1;2022-08-15 08:48:30;29.8;2022-08-15 08:23:28;1578233131;2022-08-15 08:43:28;normal
;2022-08-15 08:23:31;13;2022-08-15 08:23:31;88;2022-08-15 08:23:31;503;2022-08-15 08:23:31;37;2022-08-15 08:53:28;0;2022-08-15 08:23:31;42;2022-08-15 08:23:31;1;2022-08-15 08:53:28;29.8;2022-08-15 08:23:31;1578233431;2022-08-15 08:43:29;normal
;2022-08-15 08:28:28;13;2022-08-15 08:28:28;88;2022-08-15 08:28:28;503;2022-08-15 08:28:28;37;2022-08-15 08:53:29;0;2022-08-15 08:28:28;42;2022-08-15 08:28:28;1;2022-08-15 08:53:29;29.8;2022-08-15 08:28:28;1578233431;2022-08-15 08:43:30;normal
;2022-08-15 08:28:30;13;2022-08-15 08:28:30;88;2022-08-15 08:28:30;516;2022-08-15 08:28:30;37;2022-08-15 08:58:28;0;2022-08-15 08:28:30;45;2022-08-15 08:28:30;1;2022-08-15 08:58:28;29.8;2022-08-15 08:28:30;1578233731;2022-08-15 08:43:31;normal
;2022-08-15 08:33:28;13;2022-08-15 08:33:28;88;2022-08-15 08:33:28;516;2022-08-15 08:33:28;37;2022-08-15 09:03:30;0;2022-08-15 08:33:28;45;2022-08-15 08:33:28;1;2022-08-15 09:03:30;29.8;2022-08-15 08:33:28;1578233731;2022-08-15 08:43:34;normal
;2022-08-15 08:38:28;13;2022-08-15 08:38:28;88;2022-08-15 08:38:28;516;2022-08-15 08:38:28;37;2022-08-15 09:03:31;0;2022-08-15 08:38:28;45;2022-08-15 08:38:28;1;2022-08-15 09:03:31;29.8;2022-08-15 08:38:28;1578233731;2022-08-15 08:48:28;normal
;2022-08-15 08:38:30;13;2022-08-15 08:38:30;88;2022-08-15 08:38:30;499;2022-08-15 08:38:30;37;2022-08-15 09:03:32;0;2022-08-15 08:38:30;42;2022-08-15 08:38:30;1;2022-08-15 09:03:32;29.8;2022-08-15 08:38:30;1578234031;2022-08-15 08:48:30;normal
;2022-08-15 08:43:28;13;2022-08-15 08:43:28;88;2022-08-15 08:43:28;499;2022-08-15 08:43:28;37;2022-08-15 09:03:33;0;2022-08-15 08:43:28;42;2022-08-15 08:43:28;1;2022-08-15 09:03:33;29.8;2022-08-15 08:43:28;1578234031;2022-08-15 08:53:28;normal
;2022-08-15 08:43:29;13;2022-08-15 08:43:29;88;2022-08-15 08:43:29;510;2022-08-15 08:43:29;37;2022-08-15 09:03:35;0;2022-08-15 08:43:29;42;2022-08-15 08:43:29;1;2022-08-15 09:03:35;29.7;2022-08-15 08:43:29;1578234331;2022-08-15 08:53:29;normal
;2022-08-15 08:43:30;13;2022-08-15 08:43:30;88;2022-08-15 08:43:30;513;2022-08-15 08:43:30;37;2022-08-15 09:03:37;0;2022-08-15 08:43:30;42;2022-08-15 08:43:30;1;2022-08-15 09:03:37;29.7;2022-08-15 08:43:30;1578234631;2022-08-15 08:58:28;normal
;2022-08-15 08:43:31;11;2022-08-15 08:43:31;88;2022-08-15 08:43:31;514;2022-08-15 08:43:31;37;2022-08-15 09:08:28;0;2022-08-15 08:43:31;42;2022-08-15 08:43:31;1;2022-08-15 09:08:28;29.7;2022-08-15 08:43:31;1578234931;2022-08-15 08:58:29;
;2022-08-15 08:43:34;12;2022-08-15 08:43:34;88;2022-08-15 08:43:34;512;2022-08-15 08:43:34;38;2022-08-15 09:08:30;0;2022-08-15 08:43:34;42;2022-08-15 08:43:34;1;2022-08-15 09:08:30;29.7;2022-08-15 08:43:34;1578235231;2022-08-15 09:03:30;normal
;2022-08-15 08:48:28;12;2022-08-15 08:48:28;88;2022-08-15 08:48:28;512;2022-08-15 08:48:28;38;2022-08-15 09:13:28;0;2022-08-15 08:48:28;42;2022-08-15 08:48:28;1;2022-08-15 09:13:28;29.7;2022-08-15 08:48:28;1578235231;2022-08-15 09:03:31;normal
;2022-08-15 08:48:30;12;2022-08-15 08:48:30;88;2022-08-15 08:48:30;518;2022-08-15 08:48:30;38;2022-08-15 09:18:28;0;2022-08-15 08:48:30;42;2022-08-15 08:48:30;1;2022-08-15 09:18:28;29.7;2022-08-15 08:48:30;1578235531;2022-08-15 09:03:32;normal
;2022-08-15 08:53:28;12;2022-08-15 08:53:28;88;2022-08-15 08:53:28;518;2022-08-15 08:53:28;38;2022-08-15 09:18:30;0;2022-08-15 08:53:28;42;2022-08-15 08:53:28;1;2022-08-15 09:18:30;29.7;2022-08-15 08:53:28;1578235531;2022-08-15 09:03:33;normal
;2022-08-15 08:53:29;13;2022-08-15 08:53:29;88;2022-08-15 08:53:29;521;2022-08-15 08:53:29;38;2022-08-15 09:23:28;0;2022-08-15 08:53:29;42;2022-08-15 08:53:29;1;2022-08-15 09:23:28;29.7;2022-08-15 08:53:29;1578235831;2022-08-15 09:03:35;normal
;2022-08-15 08:58:28;13;2022-08-15 08:58:28;88;2022-08-15 08:58:28;521;2022-08-15 08:58:28;38;2022-08-15 09:23:29;0;2022-08-15 08:58:28;42;2022-08-15 08:58:28;1;2022-08-15 09:23:29;29.6;2022-08-15 08:58:28;1578235831;2022-08-15 09:03:37;normal
