c5f6b3c0-172d-11ed-a610-2dd4a9227126;ts_anglevertical;anglevertical;ts_charge;charge;ts_co2;co2;ts_humidity;humidity;ts_illumination;illumination;ts_noise;noise;ts_powerstate;powerstate;ts_temperature;temperature;ts_timestamp;timestamp;ts_type;type
;2022-08-13 08:42:20;83;2022-08-13 08:42:20;85;2022-08-13 08:42:20;640;2022-08-13 08:42:20;32;2022-08-13 08:42:20;2347;2022-08-13 08:42:20;43;2022-08-13 08:42:20;1;2022-08-13 08:42:20;32.9;2022-08-13 08:42:20;1660369232;2022-08-13 09:02:20;normal
;2022-08-13 08:47:20;83;2022-08-13 08:47:20;84;2022-08-13 08:47:20;635;2022-08-13 08:47:20;32;2022-08-13 08:47:20;2291;2022-08-13 08:47:20;42;2022-08-13 08:47:20;1;2022-08-13 08:47:20;33;2022-08-13 08:47:20;1660369532;2022-08-13 09:07:20;normal
;2022-08-13 08:52:21;83;2022-08-13 08:52:21;84;2022-08-13 08:52:21;636;2022-08-13 08:52:21;32;2022-08-13 08:52:21;2219;2022-08-13 08:52:21;42;2022-08-13 08:52:21;1;2022-08-13 08:52:21;33.1;2022-08-13 08:52:21;1660369832;2022-08-13 09:12:20;normal
;2022-08-13 08:57:20;83;2022-08-13 08:57:20;84;2022-08-13 08:57:20;627;2022-08-13 08:57:20;32;2022-08-13 08:57:20;2132;2022-08-13 08:57:20;42;2022-08-13 08:57:20;1;2022-08-13 08:57:20;33.2;2022-08-13 08:57:20;1660370132;2022-08-13 09:17:20;normal
;2022-08-13 09:02:20;83;2022-08-13 09:02:20;84;2022-08-13 09:02:20;630;2022-08-13 09:02:20;32;2022-08-13 09:02:20;1866;2022-08-13 09:02:20;42;2022-08-13 09:02:20;1;2022-08-13 09:02:20;33.2;2022-08-13 09:02:20;1660370432;2022-08-13 09:22:20;normal
;2022-08-13 09:07:20;82;2022-08-13 09:07:20;84;2022-08-13 09:07:20;630;2022-08-13 09:07:20;32;2022-08-13 09:07:20;1694;2022-08-13 09:07:20;42;2022-08-13 09:07:20;1;2022-08-13 09:07:20;33.3;2022-08-13 09:07:20;1660370732;2022-08-13 09:27:20;normal
;2022-08-13 09:12:20;83;2022-08-13 09:12:20;84;2022-08-13 09:12:20;626;2022-08-13 09:12:20;32;2022-08-13 09:12:20;1512;2022-08-13 09:12:20;42;2022-08-13 09:12:20;1;2022-08-13 09:12:20;33.3;2022-08-13 09:12:20;1660371032;2022-08-13 09:32:20;normal
;2022-08-13 09:17:20;83;2022-08-13 09:17:20;84;2022-08-13 09:17:20;634;2022-08-13 09:17:20;32;2022-08-13 09:17:20;1200;2022-08-13 09:17:20;42;2022-08-13 09:17:20;1;2022-08-13 09:17:20;33.3;2022-08-13 09:17:20;1660371332;2022-08-13 09:37:20;normal
;2022-08-13 09:22:20;83;2022-08-13 09:22:20;84;2022-08-13 09:22:20;631;2022-08-13 09:22:20;32;2022-08-13 09:22:20;1361;2022-08-13 09:22:20;42;2022-08-13 09:22:20;1;2022-08-13 09:22:20;33.3;2022-08-13 09:22:20;1660371632;2022-08-13 09:42:20;normal
;2022-08-13 09:27:20;83;2022-08-13 09:27:20;84;2022-08-13 09:27:20;638;2022-08-13 09:27:20;32;2022-08-13 09:27:20;1456;2022-08-13 09:27:20;42;2022-08-13 09:27:20;1;2022-08-13 09:27:20;33.4;2022-08-13 09:27:20;1660371932;2022-08-13 09:47:20;normal
;2022-08-13 09:32:20;83;2022-08-13 09:32:20;84;2022-08-13 09:32:20;619;2022-08-13 09:32:20;32;2022-08-13 09:32:20;1489;2022-08-13 09:32:20;42;2022-08-13 09:32:20;1;2022-08-13 09:32:20;33.4;2022-08-13 09:32:20;1660372232;2022-08-13 09:52:20;normal
;2022-08-13 09:37:20;83;2022-08-13 09:37:20;84;2022-08-13 09:37:20;606;2022-08-13 09:37:20;32;2022-08-13 09:37:20;1484;2022-08-13 09:37:20;42;2022-08-13 09:37:20;1;2022-08-13 09:37:20;33.5;2022-08-13 09:37:20;1660372532;2022-08-13 09:57:20;normal
;2022-08-13 09:42:20;82;2022-08-13 09:42:20;84;2022-08-13 09:42:20;625;2022-08-13 09:42:20;32;2022-08-13 09:42:20;1597;2022-08-13 09:42:20;42;2022-08-13 09:42:20;1;2022-08-13 09:42:20;33.5;2022-08-13 09:42:20;1660372832;2022-08-13 10:02:20;normal
;2022-08-13 09:47:20;82;2022-08-13 09:47:20;84;2022-08-13 09:47:20;631;2022-08-13 09:47:20;32;2022-08-13 09:47:20;1612;2022-08-13 09:47:20;42;2022-08-13 09:47:20;1;2022-08-13 09:47:20;33.6;2022-08-13 09:47:20;1660373132;2022-08-13 10:07:20;normal
;2022-08-13 09:52:20;83;2022-08-13 09:52:20;84;2022-08-13 09:52:20;642;2022-08-13 09:52:20;31;2022-08-13 09:52:20;1116;2022-08-13 09:52:20;42;2022-08-13 09:52:20;1;2022-08-13 09:52:20;33.7;2022-08-13 09:52:20;1660373432;2022-08-13 10:12:20;normal
;2022-08-13 09:57:20;82;2022-08-13 09:57:20;84;2022-08-13 09:57:20;628;2022-08-13 09:57:20;31;2022-08-13 09:57:20;1538;2022-08-13 09:57:20;42;2022-08-13 09:57:20;1;2022-08-13 09:57:20;33.7;2022-08-13 09:57:20;1660373732;2022-08-13 10:17:20;normal
;2022-08-13 10:02:20;83;2022-08-13 10:02:20;84;2022-08-13 10:02:20;602;2022-08-13 10:02:20;31;2022-08-13 10:02:20;1466;2022-08-13 10:02:20;42;2022-08-13 10:02:20;1;2022-08-13 10:02:20;33.8;2022-08-13 10:02:20;1660374032;2022-08-13 10:22:20;normal
;2022-08-13 10:07:20;83;2022-08-13 10:07:20;84;2022-08-13 10:07:20;625;2022-08-13 10:07:20;31;2022-08-13 10:07:20;1474;2022-08-13 10:07:20;42;2022-08-13 10:07:20;1;2022-08-13 10:07:20;33.8;2022-08-13 10:07:20;1660374332;2022-08-13 10:27:20;normal
;2022-08-13 10:12:20;83;2022-08-13 10:12:20;84;2022-08-13 10:12:20;617;2022-08-13 10:12:20;31;2022-08-13 10:12:20;1497;2022-08-13 10:12:20;42;2022-08-13 10:12:20;1;2022-08-13 10:12:20;33.9;2022-08-13 10:12:20;1660374632;2022-08-13 10:32:20;normal
;2022-08-13 10:17:20;82;2022-08-13 10:17:20;84;2022-08-13 10:17:20;624;2022-08-13 10:17:20;31;2022-08-13 10:17:20;1500;2022-08-13 10:17:20;42;2022-08-13 10:17:20;1;2022-08-13 10:17:20;34;2022-08-13 10:17:20;1660374932;2022-08-13 10:37:20;normal
;2022-08-13 10:22:20;83;2022-08-13 10:22:20;84;2022-08-13 10:22:20;643;2022-08-13 10:22:20;31;2022-08-13 10:22:20;1500;2022-08-13 10:22:20;42;2022-08-13 10:22:20;1;2022-08-13 10:22:20;34;2022-08-13 10:22:20;1660375232;2022-08-13 10:42:19;normal
;2022-08-13 10:27:20;82;2022-08-13 10:27:20;84;2022-08-13 10:27:20;619;2022-08-13 10:27:20;31;2022-08-13 10:27:20;1489;2022-08-13 10:27:20;42;2022-08-13 10:27:20;1;2022-08-13 10:27:20;34;2022-08-13 10:27:20;1660375532;2022-08-13 10:47:19;normal
;2022-08-13 10:32:20;84;2022-08-13 10:32:20;84;2022-08-13 10:32:20;624;2022-08-13 10:32:20;31;2022-08-13 10:32:20;1479;2022-08-13 10:32:20;42;2022-08-13 10:32:20;1;2022-08-13 10:32:20;34.1;2022-08-13 10:32:20;1660375832;2022-08-13 10:52:20;normal
;2022-08-13 10:37:20;82;2022-08-13 10:37:20;84;2022-08-13 10:37:20;643;2022-08-13 10:37:20;31;2022-08-13 10:37:20;1546;2022-08-13 10:37:20;42;2022-08-13 10:37:20;1;2022-08-13 10:37:20;34.2;2022-08-13 10:37:20;1660376132;2022-08-13 10:57:19;normal
;2022-08-13 10:42:19;82;2022-08-13 10:42:19;84;2022-08-13 10:42:19;627;2022-08-13 10:42:19;31;2022-08-13 10:42:19;1574;2022-08-13 10:42:19;42;2022-08-13 10:42:19;1;2022-08-13 10:42:19;34.3;2022-08-13 10:42:19;1660376432;2022-08-13 11:02:20;normal
;2022-08-13 10:47:19;83;2022-08-13 10:47:19;84;2022-08-13 10:47:19;634;2022-08-13 10:47:19;31;2022-08-13 10:47:19;1505;2022-08-13 10:47:19;42;2022-08-13 10:47:19;1;2022-08-13 10:47:19;34.3;2022-08-13 10:47:19;1660376732;2022-08-13 11:07:20;normal
;2022-08-13 10:52:20;83;2022-08-13 10:52:20;84;2022-08-13 10:52:20;620;2022-08-13 10:52:20;31;2022-08-13 10:52:20;1274;2022-08-13 10:52:20;42;2022-08-13 10:52:20;1;2022-08-13 10:52:20;34.3;2022-08-13 10:52:20;1660377032;2022-08-13 11:12:20;normal
;2022-08-13 10:57:19;82;2022-08-13 10:57:19;84;2022-08-13 10:57:19;634;2022-08-13 10:57:19;30;2022-08-13 10:57:19;1525;2022-08-13 10:57:19;41;2022-08-13 10:57:19;1;2022-08-13 10:57:19;34.4;2022-08-13 10:57:19;1660377332;2022-08-13 11:17:20;normal
;2022-08-13 11:02:20;83;2022-08-13 11:02:20;84;2022-08-13 11:02:20;615;2022-08-13 11:02:20;30;2022-08-13 11:02:20;1218;2022-08-13 11:02:20;41;2022-08-13 11:02:20;1;2022-08-13 11:02:20;34.4;2022-08-13 11:02:20;1660377632;2022-08-13 11:22:20;normal
;2022-08-13 11:07:20;83;2022-08-13 11:07:20;84;2022-08-13 11:07:20;633;2022-08-13 11:07:20;31;2022-08-13 11:07:20;1216;2022-08-13 11:07:20;42;2022-08-13 11:07:20;1;2022-08-13 11:07:20;34.3;2022-08-13 11:07:20;1660377932;2022-08-13 11:27:20;normal
;2022-08-13 11:12:20;82;2022-08-13 11:12:20;84;2022-08-13 11:12:20;621;2022-08-13 11:12:20;30;2022-08-13 11:12:20;1379;2022-08-13 11:12:20;41;2022-08-13 11:12:20;1;2022-08-13 11:12:20;34.3;2022-08-13 11:12:20;1660378232;2022-08-13 11:32:20;normal
;2022-08-13 11:17:20;82;2022-08-13 11:17:20;84;2022-08-13 11:17:20;610;2022-08-13 11:17:20;30;2022-08-13 11:17:20;1461;2022-08-13 11:17:20;42;2022-08-13 11:17:20;1;2022-08-13 11:17:20;34.4;2022-08-13 11:17:20;1660378532;2022-08-13 11:37:20;normal
;2022-08-13 11:22:20;83;2022-08-13 11:22:20;84;2022-08-13 11:22:20;624;2022-08-13 11:22:20;30;2022-08-13 11:22:20;1431;2022-08-13 11:22:20;41;2022-08-13 11:22:20;1;2022-08-13 11:22:20;34.4;2022-08-13 11:22:20;1660378832;2022-08-13 11:42:20;normal
;2022-08-13 11:27:20;83;2022-08-13 11:27:20;84;2022-08-13 11:27:20;623;2022-08-13 11:27:20;30;2022-08-13 11:27:20;1423;2022-08-13 11:27:20;42;2022-08-13 11:27:20;1;2022-08-13 11:27:20;34.4;2022-08-13 11:27:20;1660379132;2022-08-13 11:47:20;normal
;2022-08-13 11:32:20;82;2022-08-13 11:32:20;84;2022-08-13 11:32:20;637;2022-08-13 11:32:20;30;2022-08-13 11:32:20;1400;2022-08-13 11:32:20;42;2022-08-13 11:32:20;1;2022-08-13 11:32:20;34.4;2022-08-13 11:32:20;1660379432;2022-08-13 11:52:19;normal
;2022-08-13 11:37:20;83;2022-08-13 11:37:20;84;2022-08-13 11:37:20;614;2022-08-13 11:37:20;30;2022-08-13 11:37:20;1356;2022-08-13 11:37:20;41;2022-08-13 11:37:20;1;2022-08-13 11:37:20;34.4;2022-08-13 11:37:20;1660379732;2022-08-13 11:57:19;normal
;2022-08-13 11:42:20;82;2022-08-13 11:42:20;84;2022-08-13 11:42:20;625;2022-08-13 11:42:20;30;2022-08-13 11:42:20;1323;2022-08-13 11:42:20;41;2022-08-13 11:42:20;1;2022-08-13 11:42:20;34.4;2022-08-13 11:42:20;1660380032;2022-08-13 12:02:19;normal
;2022-08-13 11:47:20;82;2022-08-13 11:47:20;84;2022-08-13 11:47:20;629;2022-08-13 11:47:20;30;2022-08-13 11:47:20;1326;2022-08-13 11:47:20;42;2022-08-13 11:47:20;1;2022-08-13 11:47:20;34.4;2022-08-13 11:47:20;1660380332;2022-08-13 12:07:19;normal
;2022-08-13 11:52:19;83;2022-08-13 11:52:19;84;2022-08-13 11:52:19;612;2022-08-13 11:52:19;30;2022-08-13 11:52:19;1305;2022-08-13 11:52:19;42;2022-08-13 11:52:19;1;2022-08-13 11:52:19;34.4;2022-08-13 11:52:19;1660380632;2022-08-13 12:12:19;normal
;2022-08-13 11:57:19;83;2022-08-13 11:57:19;84;2022-08-13 11:57:19;618;2022-08-13 11:57:19;30;2022-08-13 11:57:19;1297;2022-08-13 11:57:19;42;2022-08-13 11:57:19;1;2022-08-13 11:57:19;34.4;2022-08-13 11:57:19;1660380932;2022-08-13 12:17:20;normal
;2022-08-13 12:02:19;83;2022-08-13 12:02:19;84;2022-08-13 12:02:19;603;2022-08-13 12:02:19;30;2022-08-13 12:02:19;1018;2022-08-13 12:02:19;41;2022-08-13 12:02:19;1;2022-08-13 12:02:19;34.4;2022-08-13 12:02:19;1660381232;2022-08-13 12:22:19;normal
;2022-08-13 12:07:19;83;2022-08-13 12:07:19;84;2022-08-13 12:07:19;620;2022-08-13 12:07:19;30;2022-08-13 12:07:19;847;2022-08-13 12:07:19;41;2022-08-13 12:07:19;1;2022-08-13 12:07:19;34.3;2022-08-13 12:07:19;1660381532;2022-08-13 12:27:20;normal
;2022-08-13 12:12:19;83;2022-08-13 12:12:19;84;2022-08-13 12:12:19;625;2022-08-13 12:12:19;30;2022-08-13 12:12:19;913;2022-08-13 12:12:19;41;2022-08-13 12:12:19;1;2022-08-13 12:12:19;34.2;2022-08-13 12:12:19;1660381832;2022-08-13 12:32:20;normal
;2022-08-13 12:17:20;83;2022-08-13 12:17:20;84;2022-08-13 12:17:20;623;2022-08-13 12:17:20;31;2022-08-13 12:17:20;816;2022-08-13 12:17:20;41;2022-08-13 12:17:20;1;2022-08-13 12:17:20;34.1;2022-08-13 12:17:20;1660382132;2022-08-13 12:37:19;normal
;2022-08-13 12:22:19;83;2022-08-13 12:22:19;84;2022-08-13 12:22:19;634;2022-08-13 12:22:19;31;2022-08-13 12:22:19;926;2022-08-13 12:22:19;41;2022-08-13 12:22:19;1;2022-08-13 12:22:19;34.1;2022-08-13 12:22:19;1660382432;2022-08-13 12:42:19;normal
;2022-08-13 12:27:20;83;2022-08-13 12:27:20;84;2022-08-13 12:27:20;616;2022-08-13 12:27:20;31;2022-08-13 12:27:20;903;2022-08-13 12:27:20;41;2022-08-13 12:27:20;1;2022-08-13 12:27:20;34;2022-08-13 12:27:20;1660382732;2022-08-13 12:47:20;normal
;2022-08-13 12:32:20;82;2022-08-13 12:32:20;84;2022-08-13 12:32:20;607;2022-08-13 12:32:20;31;2022-08-13 12:32:20;898;2022-08-13 12:32:20;42;2022-08-13 12:32:20;1;2022-08-13 12:32:20;34;2022-08-13 12:32:20;1660383032;2022-08-13 12:52:19;normal
;2022-08-13 12:37:19;82;2022-08-13 12:37:19;84;2022-08-13 12:37:19;635;2022-08-13 12:37:19;31;2022-08-13 12:37:19;885;2022-08-13 12:37:19;42;2022-08-13 12:37:19;1;2022-08-13 12:37:19;34;2022-08-13 12:37:19;1660383332;2022-08-13 12:57:19;normal
;2022-08-13 12:42:19;84;2022-08-13 12:42:19;84;2022-08-13 12:42:19;621;2022-08-13 12:42:19;31;2022-08-13 12:42:19;798;2022-08-13 12:42:19;41;2022-08-13 12:42:19;1;2022-08-13 12:42:19;33.9;2022-08-13 12:42:19;1660383632;2022-08-13 13:02:19;normal
;2022-08-13 12:47:20;82;2022-08-13 12:47:20;84;2022-08-13 12:47:20;620;2022-08-13 12:47:20;31;2022-08-13 12:47:20;732;2022-08-13 12:47:20;41;2022-08-13 12:47:20;1;2022-08-13 12:47:20;33.9;2022-08-13 12:47:20;1660383932;2022-08-13 13:07:19;normal
;2022-08-13 12:52:19;82;2022-08-13 12:52:19;84;2022-08-13 12:52:19;625;2022-08-13 12:52:19;31;2022-08-13 12:52:19;609;2022-08-13 12:52:19;41;2022-08-13 12:52:19;1;2022-08-13 12:52:19;33.8;2022-08-13 12:52:19;1660384232;2022-08-13 13:12:19;normal
;2022-08-13 12:57:19;83;2022-08-13 12:57:19;84;2022-08-13 12:57:19;619;2022-08-13 12:57:19;31;2022-08-13 12:57:19;696;2022-08-13 12:57:19;42;2022-08-13 12:57:19;1;2022-08-13 12:57:19;33.7;2022-08-13 12:57:19;1660384532;2022-08-13 13:17:19;normal
;2022-08-13 13:02:19;83;2022-08-13 13:02:19;84;2022-08-13 13:02:19;633;2022-08-13 13:02:19;31;2022-08-13 13:02:19;688;2022-08-13 13:02:19;42;2022-08-13 13:02:19;1;2022-08-13 13:02:19;33.7;2022-08-13 13:02:19;1660384832;2022-08-13 13:22:19;normal
;2022-08-13 13:07:19;83;2022-08-13 13:07:19;84;2022-08-13 13:07:19;616;2022-08-13 13:07:19;31;2022-08-13 13:07:19;634;2022-08-13 13:07:19;42;2022-08-13 13:07:19;1;2022-08-13 13:07:19;33.6;2022-08-13 13:07:19;1660385132;2022-08-13 13:27:19;normal
;2022-08-13 13:12:19;83;2022-08-13 13:12:19;84;2022-08-13 13:12:19;624;2022-08-13 13:12:19;31;2022-08-13 13:12:19;609;2022-08-13 13:12:19;42;2022-08-13 13:12:19;1;2022-08-13 13:12:19;33.5;2022-08-13 13:12:19;1660385432;2022-08-13 13:32:20;normal
;2022-08-13 13:17:19;83;2022-08-13 13:17:19;84;2022-08-13 13:17:19;614;2022-08-13 13:17:19;31;2022-08-13 13:17:19;614;2022-08-13 13:17:19;42;2022-08-13 13:17:19;1;2022-08-13 13:17:19;33.5;2022-08-13 13:17:19;1660385732;2022-08-13 13:37:20;normal
;2022-08-13 13:22:19;81;2022-08-13 13:22:19;84;2022-08-13 13:22:19;621;2022-08-13 13:22:19;31;2022-08-13 13:22:19;622;2022-08-13 13:22:19;42;2022-08-13 13:22:19;1;2022-08-13 13:22:19;33.4;2022-08-13 13:22:19;1660386032;2022-08-13 13:42:19;normal
;2022-08-13 13:27:19;82;2022-08-13 13:27:19;84;2022-08-13 13:27:19;628;2022-08-13 13:27:19;31;2022-08-13 13:27:19;604;2022-08-13 13:27:19;42;2022-08-13 13:27:19;1;2022-08-13 13:27:19;33.4;2022-08-13 13:27:19;1660386332;2022-08-13 13:47:19;normal
;2022-08-13 13:32:20;83;2022-08-13 13:32:20;84;2022-08-13 13:32:20;616;2022-08-13 13:32:20;31;2022-08-13 13:32:20;596;2022-08-13 13:32:20;42;2022-08-13 13:32:20;1;2022-08-13 13:32:20;33.4;2022-08-13 13:32:20;1660386632;2022-08-13 13:52:19;normal
;2022-08-13 13:37:20;83;2022-08-13 13:37:20;84;2022-08-13 13:37:20;630;2022-08-13 13:37:20;31;2022-08-13 13:37:20;560;2022-08-13 13:37:20;42;2022-08-13 13:37:20;1;2022-08-13 13:37:20;33.3;2022-08-13 13:37:20;1660386932;2022-08-13 13:57:19;normal
;2022-08-13 13:42:19;83;2022-08-13 13:42:19;84;2022-08-13 13:42:19;626;2022-08-13 13:42:19;31;2022-08-13 13:42:19;552;2022-08-13 13:42:19;42;2022-08-13 13:42:19;1;2022-08-13 13:42:19;33.3;2022-08-13 13:42:19;1660387232;2022-08-13 14:02:19;normal
;2022-08-13 13:47:19;83;2022-08-13 13:47:19;84;2022-08-13 13:47:19;610;2022-08-13 13:47:19;31;2022-08-13 13:47:19;453;2022-08-13 13:47:19;42;2022-08-13 13:47:19;1;2022-08-13 13:47:19;33.2;2022-08-13 13:47:19;1660387532;2022-08-13 14:07:19;normal
;2022-08-13 13:52:19;83;2022-08-13 13:52:19;84;2022-08-13 13:52:19;611;2022-08-13 13:52:19;31;2022-08-13 13:52:19;435;2022-08-13 13:52:19;42;2022-08-13 13:52:19;1;2022-08-13 13:52:19;33.1;2022-08-13 13:52:19;1660387832;2022-08-13 14:12:20;normal
;2022-08-13 13:57:19;83;2022-08-13 13:57:19;84;2022-08-13 13:57:19;605;2022-08-13 13:57:19;31;2022-08-13 13:57:19;496;2022-08-13 13:57:19;42;2022-08-13 13:57:19;1;2022-08-13 13:57:19;33.1;2022-08-13 13:57:19;1660388132;2022-08-13 14:17:19;normal
;2022-08-13 14:02:19;83;2022-08-13 14:02:19;84;2022-08-13 14:02:19;618;2022-08-13 14:02:19;31;2022-08-13 14:02:19;506;2022-08-13 14:02:19;42;2022-08-13 14:02:19;1;2022-08-13 14:02:19;33;2022-08-13 14:02:19;1660388432;2022-08-13 14:22:19;normal
;2022-08-13 14:07:19;83;2022-08-13 14:07:19;84;2022-08-13 14:07:19;612;2022-08-13 14:07:19;31;2022-08-13 14:07:19;450;2022-08-13 14:07:19;42;2022-08-13 14:07:19;1;2022-08-13 14:07:19;33;2022-08-13 14:07:19;1660388732;2022-08-13 14:27:19;normal
;2022-08-13 14:12:20;83;2022-08-13 14:12:20;84;2022-08-13 14:12:20;623;2022-08-13 14:12:20;31;2022-08-13 14:12:20;435;2022-08-13 14:12:20;42;2022-08-13 14:12:20;1;2022-08-13 14:12:20;32.9;2022-08-13 14:12:20;1660389032;2022-08-13 14:32:19;normal
;2022-08-13 14:17:19;82;2022-08-13 14:17:19;84;2022-08-13 14:17:19;610;2022-08-13 14:17:19;31;2022-08-13 14:17:19;450;2022-08-13 14:17:19;42;2022-08-13 14:17:19;1;2022-08-13 14:17:19;32.9;2022-08-13 14:17:19;1660389332;2022-08-13 14:37:19;normal
;2022-08-13 14:22:19;83;2022-08-13 14:22:19;84;2022-08-13 14:22:19;610;2022-08-13 14:22:19;31;2022-08-13 14:22:19;442;2022-08-13 14:22:19;42;2022-08-13 14:22:19;1;2022-08-13 14:22:19;32.9;2022-08-13 14:22:19;1660389632;2022-08-13 14:42:19;normal
;2022-08-13 14:27:19;83;2022-08-13 14:27:19;84;2022-08-13 14:27:19;619;2022-08-13 14:27:19;31;2022-08-13 14:27:19;442;2022-08-13 14:27:19;42;2022-08-13 14:27:19;1;2022-08-13 14:27:19;32.8;2022-08-13 14:27:19;1660389932;2022-08-13 14:47:19;normal
;2022-08-13 14:32:19;82;2022-08-13 14:32:19;84;2022-08-13 14:32:19;608;2022-08-13 14:32:19;31;2022-08-13 14:32:19;455;2022-08-13 14:32:19;42;2022-08-13 14:32:19;1;2022-08-13 14:32:19;32.8;2022-08-13 14:32:19;1660390232;2022-08-13 14:52:20;normal
;2022-08-13 14:37:19;83;2022-08-13 14:37:19;84;2022-08-13 14:37:19;597;2022-08-13 14:37:19;31;2022-08-13 14:37:19;448;2022-08-13 14:37:19;42;2022-08-13 14:37:19;1;2022-08-13 14:37:19;32.7;2022-08-13 14:37:19;1660390532;2022-08-13 14:57:19;normal
;2022-08-13 14:42:19;83;2022-08-13 14:42:19;84;2022-08-13 14:42:19;611;2022-08-13 14:42:19;31;2022-08-13 14:42:19;419;2022-08-13 14:42:19;42;2022-08-13 14:42:19;1;2022-08-13 14:42:19;32.7;2022-08-13 14:42:19;1660390832;2022-08-13 15:02:19;normal
;2022-08-13 14:47:19;83;2022-08-13 14:47:19;84;2022-08-13 14:47:19;615;2022-08-13 14:47:19;31;2022-08-13 14:47:19;399;2022-08-13 14:47:19;42;2022-08-13 14:47:19;1;2022-08-13 14:47:19;32.7;2022-08-13 14:47:19;1660391132;2022-08-13 15:07:19;normal
;2022-08-13 14:52:20;83;2022-08-13 14:52:20;84;2022-08-13 14:52:20;602;2022-08-13 14:52:20;31;2022-08-13 14:52:20;368;2022-08-13 14:52:20;42;2022-08-13 14:52:20;1;2022-08-13 14:52:20;32.7;2022-08-13 14:52:20;1660391432;2022-08-13 15:12:19;normal
;2022-08-13 14:57:19;83;2022-08-13 14:57:19;84;2022-08-13 14:57:19;615;2022-08-13 14:57:19;31;2022-08-13 14:57:19;345;2022-08-13 14:57:19;42;2022-08-13 14:57:19;1;2022-08-13 14:57:19;32.6;2022-08-13 14:57:19;1660391732;2022-08-13 15:17:19;normal
;2022-08-13 15:02:19;82;2022-08-13 15:02:19;84;2022-08-13 15:02:19;609;2022-08-13 15:02:19;31;2022-08-13 15:02:19;317;2022-08-13 15:02:19;42;2022-08-13 15:02:19;1;2022-08-13 15:02:19;32.6;2022-08-13 15:02:19;1660392032;2022-08-13 15:22:19;normal
;2022-08-13 15:07:19;82;2022-08-13 15:07:19;84;2022-08-13 15:07:19;618;2022-08-13 15:07:19;31;2022-08-13 15:07:19;325;2022-08-13 15:07:19;42;2022-08-13 15:07:19;1;2022-08-13 15:07:19;32.5;2022-08-13 15:07:19;1660392332;2022-08-13 15:27:19;normal
;2022-08-13 15:12:19;83;2022-08-13 15:12:19;84;2022-08-13 15:12:19;599;2022-08-13 15:12:19;31;2022-08-13 15:12:19;337;2022-08-13 15:12:19;42;2022-08-13 15:12:19;1;2022-08-13 15:12:19;32.5;2022-08-13 15:12:19;1660392632;2022-08-13 15:32:19;normal
;2022-08-13 15:17:19;83;2022-08-13 15:17:19;84;2022-08-13 15:17:19;620;2022-08-13 15:17:19;31;2022-08-13 15:17:19;373;2022-08-13 15:17:19;42;2022-08-13 15:17:19;1;2022-08-13 15:17:19;32.5;2022-08-13 15:17:19;1660392932;2022-08-13 15:37:19;normal
;2022-08-13 15:22:19;82;2022-08-13 15:22:19;84;2022-08-13 15:22:19;616;2022-08-13 15:22:19;31;2022-08-13 15:22:19;325;2022-08-13 15:22:19;42;2022-08-13 15:22:19;1;2022-08-13 15:22:19;32.5;2022-08-13 15:22:19;1660393232;2022-08-13 15:42:19;normal
;2022-08-13 15:27:19;83;2022-08-13 15:27:19;84;2022-08-13 15:27:19;610;2022-08-13 15:27:19;31;2022-08-13 15:27:19;343;2022-08-13 15:27:19;42;2022-08-13 15:27:19;1;2022-08-13 15:27:19;32.4;2022-08-13 15:27:19;1660393532;2022-08-13 15:47:19;normal
;2022-08-13 15:32:19;83;2022-08-13 15:32:19;84;2022-08-13 15:32:19;611;2022-08-13 15:32:19;31;2022-08-13 15:32:19;327;2022-08-13 15:32:19;42;2022-08-13 15:32:19;1;2022-08-13 15:32:19;32.4;2022-08-13 15:32:19;1660393832;2022-08-13 15:52:20;normal
;2022-08-13 15:37:19;82;2022-08-13 15:37:19;84;2022-08-13 15:37:19;615;2022-08-13 15:37:19;31;2022-08-13 15:37:19;302;2022-08-13 15:37:19;42;2022-08-13 15:37:19;1;2022-08-13 15:37:19;32.4;2022-08-13 15:37:19;1660394132;2022-08-13 15:57:19;normal
;2022-08-13 15:42:19;83;2022-08-13 15:42:19;84;2022-08-13 15:42:19;615;2022-08-13 15:42:19;31;2022-08-13 15:42:19;258;2022-08-13 15:42:19;43;2022-08-13 15:42:19;1;2022-08-13 15:42:19;32.4;2022-08-13 15:42:19;1660394432;2022-08-13 16:02:19;normal
;2022-08-13 15:47:19;83;2022-08-13 15:47:19;84;2022-08-13 15:47:19;613;2022-08-13 15:47:19;32;2022-08-13 15:47:19;296;2022-08-13 15:47:19;42;2022-08-13 15:47:19;1;2022-08-13 15:47:19;32.3;2022-08-13 15:47:19;1660394732;2022-08-13 16:07:19;normal
;2022-08-13 15:52:20;83;2022-08-13 15:52:20;84;2022-08-13 15:52:20;607;2022-08-13 15:52:20;32;2022-08-13 15:52:20;299;2022-08-13 15:52:20;42;2022-08-13 15:52:20;1;2022-08-13 15:52:20;32.3;2022-08-13 15:52:20;1660395032;2022-08-13 16:12:19;normal
;2022-08-13 15:57:19;83;2022-08-13 15:57:19;84;2022-08-13 15:57:19;617;2022-08-13 15:57:19;32;2022-08-13 15:57:19;299;2022-08-13 15:57:19;42;2022-08-13 15:57:19;1;2022-08-13 15:57:19;32.3;2022-08-13 15:57:19;1660395332;2022-08-13 16:17:19;normal
