edaae300-172d-11ed-a610-2dd4a9227126;ts_anglevertical;anglevertical;ts_charge;charge;ts_co2;co2;ts_humidity;humidity;ts_illumination;illumination;ts_noise;noise;ts_powerstate;powerstate;ts_temperature;temperature;ts_timestamp;timestamp;ts_type;type
;2022-08-19 19:10:30;88;2022-08-19 19:10:30;66;2022-08-19 19:10:30;613;2022-08-19 19:10:30;32;2022-08-19 19:10:30;28;2022-08-19 19:10:30;44;2022-08-19 19:10:30;1;2022-08-19 19:10:30;29.9;2022-08-19 19:10:30;1660925430;2022-08-19 19:25:30;normal
;2022-08-19 19:15:30;87;2022-08-19 19:15:30;66;2022-08-19 19:15:30;612;2022-08-19 19:15:30;32;2022-08-19 19:15:30;25;2022-08-19 19:15:30;44;2022-08-19 19:15:30;1;2022-08-19 19:15:30;29.8;2022-08-19 19:15:30;1660925730;2022-08-19 19:30:30;normal
;2022-08-19 19:20:30;88;2022-08-19 19:20:30;66;2022-08-19 19:20:30;610;2022-08-19 19:20:30;32;2022-08-19 19:20:30;20;2022-08-19 19:20:30;44;2022-08-19 19:20:30;1;2022-08-19 19:20:30;29.8;2022-08-19 19:20:30;1660926030;2022-08-19 19:35:30;normal
;2022-08-19 19:25:30;88;2022-08-19 19:25:30;66;2022-08-19 19:25:30;620;2022-08-19 19:25:30;32;2022-08-19 19:25:30;17;2022-08-19 19:25:30;44;2022-08-19 19:25:30;1;2022-08-19 19:25:30;29.8;2022-08-19 19:25:30;1660926330;2022-08-19 19:40:30;normal
;2022-08-19 19:30:30;89;2022-08-19 19:30:30;66;2022-08-19 19:30:30;620;2022-08-19 19:30:30;32;2022-08-19 19:30:30;15;2022-08-19 19:30:30;44;2022-08-19 19:30:30;1;2022-08-19 19:30:30;29.8;2022-08-19 19:30:30;1660926630;2022-08-19 19:45:30;normal
;2022-08-19 19:35:30;88;2022-08-19 19:35:30;66;2022-08-19 19:35:30;627;2022-08-19 19:35:30;32;2022-08-19 19:35:30;12;2022-08-19 19:35:30;44;2022-08-19 19:35:30;1;2022-08-19 19:35:30;29.8;2022-08-19 19:35:30;1660926930;2022-08-19 19:50:30;normal
;2022-08-19 19:40:30;88;2022-08-19 19:40:30;66;2022-08-19 19:40:30;628;2022-08-19 19:40:30;32;2022-08-19 19:40:30;10;2022-08-19 19:40:30;44;2022-08-19 19:40:30;1;2022-08-19 19:40:30;29.8;2022-08-19 19:40:30;1660927230;2022-08-19 20:00:30;normal
;2022-08-19 19:45:30;88;2022-08-19 19:45:30;66;2022-08-19 19:45:30;610;2022-08-19 19:45:30;32;2022-08-19 19:45:30;7;2022-08-19 19:45:30;45;2022-08-19 19:45:30;1;2022-08-19 19:45:30;29.7;2022-08-19 19:45:30;1660927530;2022-08-19 20:05:30;normal
;2022-08-19 19:50:30;87;2022-08-19 19:50:30;66;2022-08-19 19:50:30;621;2022-08-19 19:50:30;32;2022-08-19 19:50:30;5;2022-08-19 19:50:30;44;2022-08-19 19:50:30;1;2022-08-19 19:50:30;29.7;2022-08-19 19:50:30;1660927830;2022-08-19 20:10:30;normal
;2022-08-19 20:00:30;88;2022-08-19 20:00:30;66;2022-08-19 20:00:30;623;2022-08-19 20:00:30;31;2022-08-19 20:00:30;2;2022-08-19 20:00:30;44;2022-08-19 20:00:30;1;2022-08-19 20:00:30;29.7;2022-08-19 20:00:30;1660928430;2022-08-19 20:15:30;normal
;2022-08-19 20:05:30;88;2022-08-19 20:05:30;66;2022-08-19 20:05:30;627;2022-08-19 20:05:30;31;2022-08-19 20:05:30;2;2022-08-19 20:05:30;45;2022-08-19 20:05:30;1;2022-08-19 20:05:30;29.6;2022-08-19 20:05:30;1660928730;2022-08-19 20:20:30;normal
;2022-08-19 20:10:30;90;2022-08-19 20:10:30;66;2022-08-19 20:10:30;626;2022-08-19 20:10:30;31;2022-08-19 20:10:30;0;2022-08-19 20:10:30;44;2022-08-19 20:10:30;1;2022-08-19 20:10:30;29.6;2022-08-19 20:10:30;1660929030;2022-08-19 20:25:30;normal
;2022-08-19 20:15:30;88;2022-08-19 20:15:30;66;2022-08-19 20:15:30;617;2022-08-19 20:15:30;31;2022-08-19 20:15:30;0;2022-08-19 20:15:30;44;2022-08-19 20:15:30;1;2022-08-19 20:15:30;29.6;2022-08-19 20:15:30;1660929330;2022-08-19 20:35:30;normal
;2022-08-19 20:20:30;88;2022-08-19 20:20:30;66;2022-08-19 20:20:30;629;2022-08-19 20:20:30;31;2022-08-19 20:20:30;0;2022-08-19 20:20:30;44;2022-08-19 20:20:30;1;2022-08-19 20:20:30;29.6;2022-08-19 20:20:30;1660929630;2022-08-19 20:40:30;normal
;2022-08-19 20:25:30;88;2022-08-19 20:25:30;66;2022-08-19 20:25:30;626;2022-08-19 20:25:30;31;2022-08-19 20:25:30;0;2022-08-19 20:25:30;44;2022-08-19 20:25:30;1;2022-08-19 20:25:30;29.6;2022-08-19 20:25:30;1660929930;2022-08-19 20:45:30;normal
;2022-08-19 20:35:30;88;2022-08-19 20:35:30;66;2022-08-19 20:35:30;613;2022-08-19 20:35:30;31;2022-08-19 20:35:30;0;2022-08-19 20:35:30;44;2022-08-19 20:35:30;1;2022-08-19 20:35:30;29.5;2022-08-19 20:35:30;1660930530;2022-08-19 20:50:30;normal
;2022-08-19 20:40:30;89;2022-08-19 20:40:30;66;2022-08-19 20:40:30;631;2022-08-19 20:40:30;31;2022-08-19 20:40:30;0;2022-08-19 20:40:30;44;2022-08-19 20:40:30;1;2022-08-19 20:40:30;29.5;2022-08-19 20:40:30;1660930830;2022-08-19 20:55:30;normal
;2022-08-19 20:45:30;90;2022-08-19 20:45:30;66;2022-08-19 20:45:30;618;2022-08-19 20:45:30;31;2022-08-19 20:45:30;0;2022-08-19 20:45:30;44;2022-08-19 20:45:30;1;2022-08-19 20:45:30;29.5;2022-08-19 20:45:30;1660931130;2022-08-19 21:00:30;normal
;2022-08-19 20:50:30;88;2022-08-19 20:50:30;66;2022-08-19 20:50:30;634;2022-08-19 20:50:30;31;2022-08-19 20:50:30;0;2022-08-19 20:50:30;44;2022-08-19 20:50:30;1;2022-08-19 20:50:30;29.5;2022-08-19 20:50:30;1660931430;2022-08-19 21:05:30;normal
;2022-08-19 20:55:30;88;2022-08-19 20:55:30;66;2022-08-19 20:55:30;626;2022-08-19 20:55:30;31;2022-08-19 20:55:30;0;2022-08-19 20:55:30;44;2022-08-19 20:55:30;1;2022-08-19 20:55:30;29.5;2022-08-19 20:55:30;1660931730;2022-08-19 21:10:30;normal
;2022-08-19 21:00:30;87;2022-08-19 21:00:30;66;2022-08-19 21:00:30;600;2022-08-19 21:00:30;31;2022-08-19 21:00:30;0;2022-08-19 21:00:30;44;2022-08-19 21:00:30;1;2022-08-19 21:00:30;29.4;2022-08-19 21:00:30;1660932030;2022-08-19 21:15:30;normal
;2022-08-19 21:05:30;88;2022-08-19 21:05:30;66;2022-08-19 21:05:30;619;2022-08-19 21:05:30;30;2022-08-19 21:05:30;0;2022-08-19 21:05:30;44;2022-08-19 21:05:30;1;2022-08-19 21:05:30;29.4;2022-08-19 21:05:30;1660932330;2022-08-19 21:20:30;normal
;2022-08-19 21:10:30;88;2022-08-19 21:10:30;66;2022-08-19 21:10:30;628;2022-08-19 21:10:30;30;2022-08-19 21:10:30;0;2022-08-19 21:10:30;44;2022-08-19 21:10:30;1;2022-08-19 21:10:30;29.4;2022-08-19 21:10:30;1660932630;2022-08-19 21:25:30;normal
;2022-08-19 21:15:30;88;2022-08-19 21:15:30;66;2022-08-19 21:15:30;624;2022-08-19 21:15:30;30;2022-08-19 21:15:30;0;2022-08-19 21:15:30;44;2022-08-19 21:15:30;1;2022-08-19 21:15:30;29.4;2022-08-19 21:15:30;1660932930;2022-08-19 21:31:42;normal
;2022-08-19 21:20:30;88;2022-08-19 21:20:30;66;2022-08-19 21:20:30;629;2022-08-19 21:20:30;29;2022-08-19 21:20:30;0;2022-08-19 21:20:30;45;2022-08-19 21:20:30;1;2022-08-19 21:20:30;29.3;2022-08-19 21:20:30;1660933230;2022-08-19 21:35:30;normal
;2022-08-19 21:25:30;88;2022-08-19 21:25:30;66;2022-08-19 21:25:30;627;2022-08-19 21:25:30;29;2022-08-19 21:25:30;0;2022-08-19 21:25:30;45;2022-08-19 21:25:30;1;2022-08-19 21:25:30;29.3;2022-08-19 21:25:30;1660933530;2022-08-19 21:40:30;normal
;2022-08-19 21:31:42;88;2022-08-19 21:31:42;66;2022-08-19 21:31:42;639;2022-08-19 21:31:42;29;2022-08-19 21:31:42;0;2022-08-19 21:31:42;45;2022-08-19 21:31:42;1;2022-08-19 21:31:42;29.3;2022-08-19 21:31:42;1660933902;2022-08-19 21:45:30;normal
;2022-08-19 21:35:30;88;2022-08-19 21:35:30;66;2022-08-19 21:35:30;626;2022-08-19 21:35:30;29;2022-08-19 21:35:30;0;2022-08-19 21:35:30;47;2022-08-19 21:35:30;1;2022-08-19 21:35:30;29.3;2022-08-19 21:35:30;1660934130;2022-08-19 21:50:30;normal
;2022-08-19 21:40:30;88;2022-08-19 21:40:30;66;2022-08-19 21:40:30;635;2022-08-19 21:40:30;28;2022-08-19 21:40:30;0;2022-08-19 21:40:30;44;2022-08-19 21:40:30;1;2022-08-19 21:40:30;29.3;2022-08-19 21:40:30;1660934430;2022-08-19 21:55:30;normal
;2022-08-19 21:45:30;88;2022-08-19 21:45:30;66;2022-08-19 21:45:30;621;2022-08-19 21:45:30;28;2022-08-19 21:45:30;0;2022-08-19 21:45:30;44;2022-08-19 21:45:30;1;2022-08-19 21:45:30;29.3;2022-08-19 21:45:30;1660934730;2022-08-19 22:00:30;normal
;2022-08-19 21:50:30;88;2022-08-19 21:50:30;66;2022-08-19 21:50:30;641;2022-08-19 21:50:30;28;2022-08-19 21:50:30;0;2022-08-19 21:50:30;44;2022-08-19 21:50:30;1;2022-08-19 21:50:30;29.2;2022-08-19 21:50:30;1660935030;2022-08-19 22:05:30;normal
;2022-08-19 21:55:30;88;2022-08-19 21:55:30;66;2022-08-19 21:55:30;619;2022-08-19 21:55:30;28;2022-08-19 21:55:30;0;2022-08-19 21:55:30;45;2022-08-19 21:55:30;1;2022-08-19 21:55:30;29.2;2022-08-19 21:55:30;1660935330;2022-08-19 22:10:30;normal
;2022-08-19 22:00:30;83;2022-08-19 22:00:30;66;2022-08-19 22:00:30;624;2022-08-19 22:00:30;27;2022-08-19 22:00:30;0;2022-08-19 22:00:30;45;2022-08-19 22:00:30;1;2022-08-19 22:00:30;29.2;2022-08-19 22:00:30;1660935630;2022-08-19 22:15:30;normal
;2022-08-19 22:05:30;88;2022-08-19 22:05:30;66;2022-08-19 22:05:30;614;2022-08-19 22:05:30;27;2022-08-19 22:05:30;0;2022-08-19 22:05:30;45;2022-08-19 22:05:30;1;2022-08-19 22:05:30;29.2;2022-08-19 22:05:30;1660935930;2022-08-19 22:20:30;normal
;2022-08-19 22:10:30;88;2022-08-19 22:10:30;66;2022-08-19 22:10:30;626;2022-08-19 22:10:30;27;2022-08-19 22:10:30;0;2022-08-19 22:10:30;45;2022-08-19 22:10:30;1;2022-08-19 22:10:30;29.2;2022-08-19 22:10:30;1660936230;2022-08-19 22:26:42;normal
;2022-08-19 22:15:30;87;2022-08-19 22:15:30;66;2022-08-19 22:15:30;627;2022-08-19 22:15:30;27;2022-08-19 22:15:30;0;2022-08-19 22:15:30;44;2022-08-19 22:15:30;1;2022-08-19 22:15:30;29.2;2022-08-19 22:15:30;1660936530;2022-08-19 22:30:30;normal
;2022-08-19 22:20:30;88;2022-08-19 22:20:30;66;2022-08-19 22:20:30;631;2022-08-19 22:20:30;27;2022-08-19 22:20:30;0;2022-08-19 22:20:30;45;2022-08-19 22:20:30;1;2022-08-19 22:20:30;29.2;2022-08-19 22:20:30;1660936830;2022-08-19 22:35:30;normal
;2022-08-19 22:26:42;88;2022-08-19 22:26:42;66;2022-08-19 22:26:42;622;2022-08-19 22:26:42;27;2022-08-19 22:26:42;0;2022-08-19 22:26:42;45;2022-08-19 22:26:42;1;2022-08-19 22:26:42;29.2;2022-08-19 22:26:42;1660937202;2022-08-19 22:40:30;normal
;2022-08-19 22:30:30;88;2022-08-19 22:30:30;66;2022-08-19 22:30:30;634;2022-08-19 22:30:30;27;2022-08-19 22:30:30;0;2022-08-19 22:30:30;46;2022-08-19 22:30:30;1;2022-08-19 22:30:30;29.1;2022-08-19 22:30:30;1660937430;2022-08-19 22:45:30;normal
;2022-08-19 22:35:30;88;2022-08-19 22:35:30;66;2022-08-19 22:35:30;615;2022-08-19 22:35:30;27;2022-08-19 22:35:30;0;2022-08-19 22:35:30;44;2022-08-19 22:35:30;1;2022-08-19 22:35:30;29.1;2022-08-19 22:35:30;1660937730;2022-08-19 22:51:42;normal
;2022-08-19 22:40:30;88;2022-08-19 22:40:30;66;2022-08-19 22:40:30;632;2022-08-19 22:40:30;27;2022-08-19 22:40:30;0;2022-08-19 22:40:30;45;2022-08-19 22:40:30;1;2022-08-19 22:40:30;29.1;2022-08-19 22:40:30;1660938030;2022-08-19 22:55:30;normal
;2022-08-19 22:45:30;88;2022-08-19 22:45:30;66;2022-08-19 22:45:30;608;2022-08-19 22:45:30;27;2022-08-19 22:45:30;0;2022-08-19 22:45:30;45;2022-08-19 22:45:30;1;2022-08-19 22:45:30;29.1;2022-08-19 22:45:30;1660938330;2022-08-19 23:00:30;normal
;2022-08-19 22:51:42;88;2022-08-19 22:51:42;66;2022-08-19 22:51:42;613;2022-08-19 22:51:42;26;2022-08-19 22:51:42;0;2022-08-19 22:51:42;45;2022-08-19 22:51:42;1;2022-08-19 22:51:42;29;2022-08-19 22:51:42;1660938702;2022-08-19 23:05:30;normal
;2022-08-19 22:55:30;88;2022-08-19 22:55:30;66;2022-08-19 22:55:30;622;2022-08-19 22:55:30;26;2022-08-19 22:55:30;0;2022-08-19 22:55:30;47;2022-08-19 22:55:30;1;2022-08-19 22:55:30;29;2022-08-19 22:55:30;1660938930;2022-08-19 23:10:30;normal
;2022-08-19 23:00:30;88;2022-08-19 23:00:30;66;2022-08-19 23:00:30;630;2022-08-19 23:00:30;26;2022-08-19 23:00:30;0;2022-08-19 23:00:30;45;2022-08-19 23:00:30;1;2022-08-19 23:00:30;29;2022-08-19 23:00:30;1660939230;2022-08-19 23:15:30;normal
;2022-08-19 23:05:30;88;2022-08-19 23:05:30;66;2022-08-19 23:05:30;633;2022-08-19 23:05:30;26;2022-08-19 23:05:30;0;2022-08-19 23:05:30;45;2022-08-19 23:05:30;1;2022-08-19 23:05:30;29;2022-08-19 23:05:30;1660939530;2022-08-19 23:20:30;normal
;2022-08-19 23:10:30;88;2022-08-19 23:10:30;65;2022-08-19 23:10:30;645;2022-08-19 23:10:30;26;2022-08-19 23:10:30;0;2022-08-19 23:10:30;45;2022-08-19 23:10:30;1;2022-08-19 23:10:30;29;2022-08-19 23:10:30;1660939830;2022-08-19 23:25:30;normal
;2022-08-19 23:15:30;88;2022-08-19 23:15:30;65;2022-08-19 23:15:30;638;2022-08-19 23:15:30;26;2022-08-19 23:15:30;0;2022-08-19 23:15:30;45;2022-08-19 23:15:30;1;2022-08-19 23:15:30;29;2022-08-19 23:15:30;1660940130;2022-08-19 23:30:30;normal
;2022-08-19 23:20:30;88;2022-08-19 23:20:30;65;2022-08-19 23:20:30;606;2022-08-19 23:20:30;26;2022-08-19 23:20:30;0;2022-08-19 23:20:30;45;2022-08-19 23:20:30;1;2022-08-19 23:20:30;28.9;2022-08-19 23:20:30;1660940430;2022-08-19 23:35:30;normal
;2022-08-19 23:25:30;87;2022-08-19 23:25:30;65;2022-08-19 23:25:30;617;2022-08-19 23:25:30;26;2022-08-19 23:25:30;0;2022-08-19 23:25:30;45;2022-08-19 23:25:30;1;2022-08-19 23:25:30;28.9;2022-08-19 23:25:30;1660940730;2022-08-19 23:40:30;normal
;2022-08-19 23:30:30;88;2022-08-19 23:30:30;65;2022-08-19 23:30:30;620;2022-08-19 23:30:30;26;2022-08-19 23:30:30;0;2022-08-19 23:30:30;45;2022-08-19 23:30:30;1;2022-08-19 23:30:30;28.9;2022-08-19 23:30:30;1660941030;2022-08-19 23:45:30;normal
;2022-08-19 23:35:30;88;2022-08-19 23:35:30;65;2022-08-19 23:35:30;634;2022-08-19 23:35:30;26;2022-08-19 23:35:30;0;2022-08-19 23:35:30;45;2022-08-19 23:35:30;1;2022-08-19 23:35:30;28.9;2022-08-19 23:35:30;1660941330;2022-08-19 23:50:30;normal
;2022-08-19 23:40:30;88;2022-08-19 23:40:30;65;2022-08-19 23:40:30;616;2022-08-19 23:40:30;26;2022-08-19 23:40:30;0;2022-08-19 23:40:30;45;2022-08-19 23:40:30;1;2022-08-19 23:40:30;28.9;2022-08-19 23:40:30;1660941630;2022-08-19 23:55:30;normal
;2022-08-19 23:45:30;88;2022-08-19 23:45:30;65;2022-08-19 23:45:30;626;2022-08-19 23:45:30;26;2022-08-19 23:45:30;0;2022-08-19 23:45:30;45;2022-08-19 23:45:30;1;2022-08-19 23:45:30;28.9;2022-08-19 23:45:30;1660941930;2022-08-20 00:00:30;normal
;2022-08-19 23:50:30;88;2022-08-19 23:50:30;65;2022-08-19 23:50:30;637;2022-08-19 23:50:30;26;2022-08-19 23:50:30;0;2022-08-19 23:50:30;45;2022-08-19 23:50:30;1;2022-08-19 23:50:30;28.9;2022-08-19 23:50:30;1660942230;2022-08-20 00:05:30;normal
;2022-08-19 23:55:30;88;2022-08-19 23:55:30;65;2022-08-19 23:55:30;624;2022-08-19 23:55:30;25;2022-08-19 23:55:30;0;2022-08-19 23:55:30;44;2022-08-19 23:55:30;1;2022-08-19 23:55:30;28.8;2022-08-19 23:55:30;1660942530;2022-08-20 00:10:30;normal
;2022-08-20 00:00:30;88;2022-08-20 00:00:30;65;2022-08-20 00:00:30;637;2022-08-20 00:00:30;25;2022-08-20 00:00:30;0;2022-08-20 00:00:30;45;2022-08-20 00:00:30;1;2022-08-20 00:00:30;28.8;2022-08-20 00:00:30;1660942830;2022-08-20 00:15:30;normal
;2022-08-20 00:05:30;88;2022-08-20 00:05:30;65;2022-08-20 00:05:30;632;2022-08-20 00:05:30;25;2022-08-20 00:05:30;0;2022-08-20 00:05:30;45;2022-08-20 00:05:30;1;2022-08-20 00:05:30;28.8;2022-08-20 00:05:30;1660943130;2022-08-20 00:20:30;normal
;2022-08-20 00:10:30;88;2022-08-20 00:10:30;65;2022-08-20 00:10:30;630;2022-08-20 00:10:30;25;2022-08-20 00:10:30;0;2022-08-20 00:10:30;45;2022-08-20 00:10:30;1;2022-08-20 00:10:30;28.8;2022-08-20 00:10:30;1660943430;2022-08-20 00:25:30;normal
;2022-08-20 00:15:30;88;2022-08-20 00:15:30;65;2022-08-20 00:15:30;629;2022-08-20 00:15:30;25;2022-08-20 00:15:30;0;2022-08-20 00:15:30;45;2022-08-20 00:15:30;1;2022-08-20 00:15:30;28.8;2022-08-20 00:15:30;1660943730;2022-08-20 00:30:30;normal
;2022-08-20 00:20:30;88;2022-08-20 00:20:30;65;2022-08-20 00:20:30;609;2022-08-20 00:20:30;26;2022-08-20 00:20:30;0;2022-08-20 00:20:30;45;2022-08-20 00:20:30;1;2022-08-20 00:20:30;28.7;2022-08-20 00:20:30;1660944030;2022-08-20 00:35:30;normal
;2022-08-20 00:25:30;89;2022-08-20 00:25:30;65;2022-08-20 00:25:30;627;2022-08-20 00:25:30;26;2022-08-20 00:25:30;0;2022-08-20 00:25:30;45;2022-08-20 00:25:30;1;2022-08-20 00:25:30;28.7;2022-08-20 00:25:30;1660944330;2022-08-20 00:40:30;normal
;2022-08-20 00:30:30;85;2022-08-20 00:30:30;65;2022-08-20 00:30:30;630;2022-08-20 00:30:30;26;2022-08-20 00:30:30;0;2022-08-20 00:30:30;45;2022-08-20 00:30:30;1;2022-08-20 00:30:30;28.7;2022-08-20 00:30:30;1660944630;2022-08-20 00:45:30;normal
;2022-08-20 00:35:30;88;2022-08-20 00:35:30;65;2022-08-20 00:35:30;594;2022-08-20 00:35:30;26;2022-08-20 00:35:30;0;2022-08-20 00:35:30;45;2022-08-20 00:35:30;1;2022-08-20 00:35:30;28.7;2022-08-20 00:35:30;1660944930;2022-08-20 00:50:30;normal
;2022-08-20 00:40:30;88;2022-08-20 00:40:30;65;2022-08-20 00:40:30;619;2022-08-20 00:40:30;26;2022-08-20 00:40:30;0;2022-08-20 00:40:30;45;2022-08-20 00:40:30;1;2022-08-20 00:40:30;28.7;2022-08-20 00:40:30;1660945230;2022-08-20 00:55:30;normal
;2022-08-20 00:45:30;88;2022-08-20 00:45:30;65;2022-08-20 00:45:30;630;2022-08-20 00:45:30;26;2022-08-20 00:45:30;0;2022-08-20 00:45:30;44;2022-08-20 00:45:30;1;2022-08-20 00:45:30;28.6;2022-08-20 00:45:30;1660945530;2022-08-20 01:00:30;normal
;2022-08-20 00:50:30;88;2022-08-20 00:50:30;65;2022-08-20 00:50:30;634;2022-08-20 00:50:30;26;2022-08-20 00:50:30;0;2022-08-20 00:50:30;45;2022-08-20 00:50:30;1;2022-08-20 00:50:30;28.6;2022-08-20 00:50:30;1660945830;2022-08-20 01:05:30;normal
;2022-08-20 00:55:30;87;2022-08-20 00:55:30;65;2022-08-20 00:55:30;618;2022-08-20 00:55:30;26;2022-08-20 00:55:30;0;2022-08-20 00:55:30;45;2022-08-20 00:55:30;1;2022-08-20 00:55:30;28.6;2022-08-20 00:55:30;1660946130;2022-08-20 01:10:30;normal
;2022-08-20 01:00:30;87;2022-08-20 01:00:30;65;2022-08-20 01:00:30;628;2022-08-20 01:00:30;26;2022-08-20 01:00:30;0;2022-08-20 01:00:30;45;2022-08-20 01:00:30;1;2022-08-20 01:00:30;28.6;2022-08-20 01:00:30;1660946430;2022-08-20 01:15:30;normal
;2022-08-20 01:05:30;88;2022-08-20 01:05:30;65;2022-08-20 01:05:30;625;2022-08-20 01:05:30;26;2022-08-20 01:05:30;0;2022-08-20 01:05:30;45;2022-08-20 01:05:30;1;2022-08-20 01:05:30;28.6;2022-08-20 01:05:30;1660946730;2022-08-20 01:20:30;normal
;2022-08-20 01:10:30;87;2022-08-20 01:10:30;65;2022-08-20 01:10:30;613;2022-08-20 01:10:30;26;2022-08-20 01:10:30;0;2022-08-20 01:10:30;45;2022-08-20 01:10:30;1;2022-08-20 01:10:30;28.6;2022-08-20 01:10:30;1660947030;2022-08-20 01:25:30;normal
;2022-08-20 01:15:30;88;2022-08-20 01:15:30;65;2022-08-20 01:15:30;621;2022-08-20 01:15:30;26;2022-08-20 01:15:30;0;2022-08-20 01:15:30;45;2022-08-20 01:15:30;1;2022-08-20 01:15:30;28.6;2022-08-20 01:15:30;1660947330;2022-08-20 01:30:30;normal
;2022-08-20 01:20:30;88;2022-08-20 01:20:30;65;2022-08-20 01:20:30;615;2022-08-20 01:20:30;26;2022-08-20 01:20:30;0;2022-08-20 01:20:30;45;2022-08-20 01:20:30;1;2022-08-20 01:20:30;28.6;2022-08-20 01:20:30;1660947630;2022-08-20 01:35:30;normal
;2022-08-20 01:25:30;88;2022-08-20 01:25:30;65;2022-08-20 01:25:30;619;2022-08-20 01:25:30;27;2022-08-20 01:25:30;0;2022-08-20 01:25:30;45;2022-08-20 01:25:30;1;2022-08-20 01:25:30;28.5;2022-08-20 01:25:30;1660947930;2022-08-20 01:40:30;normal
;2022-08-20 01:30:30;86;2022-08-20 01:30:30;65;2022-08-20 01:30:30;629;2022-08-20 01:30:30;27;2022-08-20 01:30:30;0;2022-08-20 01:30:30;45;2022-08-20 01:30:30;1;2022-08-20 01:30:30;28.6;2022-08-20 01:30:30;1660948230;2022-08-20 01:45:30;normal
;2022-08-20 01:35:30;87;2022-08-20 01:35:30;65;2022-08-20 01:35:30;630;2022-08-20 01:35:30;27;2022-08-20 01:35:30;0;2022-08-20 01:35:30;45;2022-08-20 01:35:30;1;2022-08-20 01:35:30;28.6;2022-08-20 01:35:30;1660948530;2022-08-20 01:50:30;normal
;2022-08-20 01:40:30;87;2022-08-20 01:40:30;65;2022-08-20 01:40:30;615;2022-08-20 01:40:30;27;2022-08-20 01:40:30;0;2022-08-20 01:40:30;45;2022-08-20 01:40:30;1;2022-08-20 01:40:30;28.5;2022-08-20 01:40:30;1660948830;2022-08-20 01:55:30;normal
;2022-08-20 01:45:30;88;2022-08-20 01:45:30;65;2022-08-20 01:45:30;636;2022-08-20 01:45:30;27;2022-08-20 01:45:30;0;2022-08-20 01:45:30;45;2022-08-20 01:45:30;1;2022-08-20 01:45:30;28.5;2022-08-20 01:45:30;1660949130;2022-08-20 02:00:30;normal
;2022-08-20 01:50:30;88;2022-08-20 01:50:30;65;2022-08-20 01:50:30;638;2022-08-20 01:50:30;27;2022-08-20 01:50:30;0;2022-08-20 01:50:30;45;2022-08-20 01:50:30;1;2022-08-20 01:50:30;28.5;2022-08-20 01:50:30;1660949430;2022-08-20 02:05:30;normal
;2022-08-20 01:55:30;88;2022-08-20 01:55:30;65;2022-08-20 01:55:30;620;2022-08-20 01:55:30;27;2022-08-20 01:55:30;0;2022-08-20 01:55:30;44;2022-08-20 01:55:30;1;2022-08-20 01:55:30;28.5;2022-08-20 01:55:30;1660949730;2022-08-20 02:10:30;normal
;2022-08-20 02:00:30;88;2022-08-20 02:00:30;65;2022-08-20 02:00:30;626;2022-08-20 02:00:30;27;2022-08-20 02:00:30;0;2022-08-20 02:00:30;45;2022-08-20 02:00:30;1;2022-08-20 02:00:30;28.5;2022-08-20 02:00:30;1660950030;2022-08-20 02:15:30;normal
;2022-08-20 02:05:30;87;2022-08-20 02:05:30;65;2022-08-20 02:05:30;627;2022-08-20 02:05:30;27;2022-08-20 02:05:30;0;2022-08-20 02:05:30;45;2022-08-20 02:05:30;1;2022-08-20 02:05:30;28.5;2022-08-20 02:05:30;1660950330;2022-08-20 02:20:30;normal
;2022-08-20 02:10:30;85;2022-08-20 02:10:30;65;2022-08-20 02:10:30;634;2022-08-20 02:10:30;27;2022-08-20 02:10:30;0;2022-08-20 02:10:30;45;2022-08-20 02:10:30;1;2022-08-20 02:10:30;28.4;2022-08-20 02:10:30;1660950630;2022-08-20 02:25:30;normal
;2022-08-20 02:15:30;88;2022-08-20 02:15:30;65;2022-08-20 02:15:30;631;2022-08-20 02:15:30;28;2022-08-20 02:15:30;0;2022-08-20 02:15:30;45;2022-08-20 02:15:30;1;2022-08-20 02:15:30;28.4;2022-08-20 02:15:30;1660950930;2022-08-20 02:30:30;normal
;2022-08-20 02:20:30;88;2022-08-20 02:20:30;65;2022-08-20 02:20:30;633;2022-08-20 02:20:30;28;2022-08-20 02:20:30;0;2022-08-20 02:20:30;45;2022-08-20 02:20:30;1;2022-08-20 02:20:30;28.4;2022-08-20 02:20:30;1660951230;2022-08-20 02:35:30;normal
;2022-08-20 02:25:30;88;2022-08-20 02:25:30;65;2022-08-20 02:25:30;625;2022-08-20 02:25:30;28;2022-08-20 02:25:30;0;2022-08-20 02:25:30;45;2022-08-20 02:25:30;1;2022-08-20 02:25:30;28.4;2022-08-20 02:25:30;1660951530;2022-08-20 02:40:30;normal
;2022-08-20 02:30:30;89;2022-08-20 02:30:30;65;2022-08-20 02:30:30;643;2022-08-20 02:30:30;28;2022-08-20 02:30:30;0;2022-08-20 02:30:30;45;2022-08-20 02:30:30;1;2022-08-20 02:30:30;28.3;2022-08-20 02:30:30;1660951830;2022-08-20 02:45:30;normal
;2022-08-20 02:35:30;88;2022-08-20 02:35:30;65;2022-08-20 02:35:30;616;2022-08-20 02:35:30;28;2022-08-20 02:35:30;0;2022-08-20 02:35:30;45;2022-08-20 02:35:30;1;2022-08-20 02:35:30;28.3;2022-08-20 02:35:30;1660952130;2022-08-20 02:50:30;normal
