edaae300-172d-11ed-a610-2dd4a9227126;ts_anglevertical;anglevertical;ts_charge;charge;ts_co2;co2;ts_humidity;humidity;ts_illumination;illumination;ts_noise;noise;ts_powerstate;powerstate;ts_temperature;temperature;ts_timestamp;timestamp;ts_type;type
;2022-08-12 18:56:36;88;2022-08-12 18:56:36;87;2022-08-12 18:56:36;626;2022-08-12 18:56:36;27;2022-08-12 18:56:36;64;2022-08-12 18:56:36;43;2022-08-12 18:56:36;1;2022-08-12 18:56:36;31.7;2022-08-12 18:56:36;1660319730;2022-08-12 19:11:36;normal
;2022-08-12 19:01:36;90;2022-08-12 19:01:36;87;2022-08-12 19:01:36;636;2022-08-12 19:01:36;27;2022-08-12 19:01:36;61;2022-08-12 19:01:36;43;2022-08-12 19:01:36;1;2022-08-12 19:01:36;31.7;2022-08-12 19:01:36;1660320030;2022-08-12 19:16:36;normal
;2022-08-12 19:06:36;88;2022-08-12 19:06:36;87;2022-08-12 19:06:36;635;2022-08-12 19:06:36;28;2022-08-12 19:06:36;58;2022-08-12 19:06:36;43;2022-08-12 19:06:36;1;2022-08-12 19:06:36;31.7;2022-08-12 19:06:36;1660320330;2022-08-12 19:21:37;normal
;2022-08-12 19:11:36;88;2022-08-12 19:11:36;87;2022-08-12 19:11:36;642;2022-08-12 19:11:36;28;2022-08-12 19:11:36;53;2022-08-12 19:11:36;43;2022-08-12 19:11:36;1;2022-08-12 19:11:36;31.7;2022-08-12 19:11:36;1660320630;2022-08-12 19:26:36;normal
;2022-08-12 19:16:36;89;2022-08-12 19:16:36;87;2022-08-12 19:16:36;630;2022-08-12 19:16:36;27;2022-08-12 19:16:36;51;2022-08-12 19:16:36;43;2022-08-12 19:16:36;1;2022-08-12 19:16:36;31.8;2022-08-12 19:16:36;1660320930;2022-08-12 19:31:36;normal
;2022-08-12 19:21:37;88;2022-08-12 19:21:37;87;2022-08-12 19:21:37;632;2022-08-12 19:21:37;27;2022-08-12 19:21:37;46;2022-08-12 19:21:37;43;2022-08-12 19:21:37;1;2022-08-12 19:21:37;31.7;2022-08-12 19:21:37;1660321230;2022-08-12 19:36:36;normal
;2022-08-12 19:26:36;88;2022-08-12 19:26:36;87;2022-08-12 19:26:36;630;2022-08-12 19:26:36;27;2022-08-12 19:26:36;40;2022-08-12 19:26:36;43;2022-08-12 19:26:36;1;2022-08-12 19:26:36;31.7;2022-08-12 19:26:36;1660321530;2022-08-12 19:41:37;normal
;2022-08-12 19:31:36;88;2022-08-12 19:31:36;87;2022-08-12 19:31:36;646;2022-08-12 19:31:36;27;2022-08-12 19:31:36;35;2022-08-12 19:31:36;44;2022-08-12 19:31:36;1;2022-08-12 19:31:36;31.6;2022-08-12 19:31:36;1660321830;2022-08-12 19:46:36;normal
;2022-08-12 19:36:36;88;2022-08-12 19:36:36;87;2022-08-12 19:36:36;623;2022-08-12 19:36:36;27;2022-08-12 19:36:36;30;2022-08-12 19:36:36;44;2022-08-12 19:36:36;1;2022-08-12 19:36:36;31.6;2022-08-12 19:36:36;1660322130;2022-08-12 19:51:37;normal
;2022-08-12 19:41:37;86;2022-08-12 19:41:37;87;2022-08-12 19:41:37;626;2022-08-12 19:41:37;27;2022-08-12 19:41:37;28;2022-08-12 19:41:37;43;2022-08-12 19:41:37;1;2022-08-12 19:41:37;31.6;2022-08-12 19:41:37;1660322430;2022-08-12 20:01:36;normal
;2022-08-12 19:46:36;88;2022-08-12 19:46:36;87;2022-08-12 19:46:36;643;2022-08-12 19:46:36;27;2022-08-12 19:46:36;23;2022-08-12 19:46:36;44;2022-08-12 19:46:36;1;2022-08-12 19:46:36;31.5;2022-08-12 19:46:36;1660322730;2022-08-12 20:01:39;normal
;2022-08-12 19:51:37;88;2022-08-12 19:51:37;87;2022-08-12 19:51:37;627;2022-08-12 19:51:37;27;2022-08-12 19:51:37;20;2022-08-12 19:51:37;44;2022-08-12 19:51:37;1;2022-08-12 19:51:37;31.6;2022-08-12 19:51:37;1660323030;2022-08-12 20:06:36;normal
;2022-08-12 20:01:36;88;2022-08-12 20:01:36;87;2022-08-12 20:01:36;633;2022-08-12 20:01:36;27;2022-08-12 20:01:36;15;2022-08-12 20:01:36;44;2022-08-12 20:01:36;1;2022-08-12 20:01:36;31.5;2022-08-12 20:01:36;1660323402;2022-08-12 20:11:36;normal
;2022-08-12 20:01:39;88;2022-08-12 20:01:39;87;2022-08-12 20:01:39;627;2022-08-12 20:01:39;27;2022-08-12 20:01:39;12;2022-08-12 20:01:39;46;2022-08-12 20:01:39;1;2022-08-12 20:01:39;31.6;2022-08-12 20:01:39;1660323630;2022-08-12 20:21:37;normal
;2022-08-12 20:06:36;87;2022-08-12 20:06:36;87;2022-08-12 20:06:36;626;2022-08-12 20:06:36;27;2022-08-12 20:06:36;10;2022-08-12 20:06:36;43;2022-08-12 20:06:36;1;2022-08-12 20:06:36;31.5;2022-08-12 20:06:36;1660323930;2022-08-12 20:21:39;normal
;2022-08-12 20:11:36;88;2022-08-12 20:11:36;87;2022-08-12 20:11:36;628;2022-08-12 20:11:36;27;2022-08-12 20:11:36;7;2022-08-12 20:11:36;44;2022-08-12 20:11:36;1;2022-08-12 20:11:36;31.5;2022-08-12 20:11:36;1660324230;2022-08-12 20:26:36;normal
;2022-08-12 20:21:37;88;2022-08-12 20:21:37;87;2022-08-12 20:21:37;626;2022-08-12 20:21:37;27;2022-08-12 20:21:37;5;2022-08-12 20:21:37;44;2022-08-12 20:21:37;1;2022-08-12 20:21:37;31.4;2022-08-12 20:21:37;1660324602;2022-08-12 20:31:36;normal
;2022-08-12 20:21:39;88;2022-08-12 20:21:39;87;2022-08-12 20:21:39;622;2022-08-12 20:21:39;27;2022-08-12 20:21:39;2;2022-08-12 20:21:39;45;2022-08-12 20:21:39;1;2022-08-12 20:21:39;31.5;2022-08-12 20:21:39;1660324830;2022-08-12 20:41:37;normal
;2022-08-12 20:26:36;88;2022-08-12 20:26:36;87;2022-08-12 20:26:36;625;2022-08-12 20:26:36;27;2022-08-12 20:26:36;2;2022-08-12 20:26:36;43;2022-08-12 20:26:36;1;2022-08-12 20:26:36;31.4;2022-08-12 20:26:36;1660325130;2022-08-12 20:41:39;normal
;2022-08-12 20:31:36;87;2022-08-12 20:31:36;87;2022-08-12 20:31:36;638;2022-08-12 20:31:36;28;2022-08-12 20:31:36;2;2022-08-12 20:31:36;44;2022-08-12 20:31:36;1;2022-08-12 20:31:36;31.4;2022-08-12 20:31:36;1660325430;2022-08-12 20:46:36;normal
;2022-08-12 20:41:37;88;2022-08-12 20:41:37;87;2022-08-12 20:41:37;629;2022-08-12 20:41:37;28;2022-08-12 20:41:37;0;2022-08-12 20:41:37;44;2022-08-12 20:41:37;1;2022-08-12 20:41:37;31.4;2022-08-12 20:41:37;1660325802;2022-08-12 20:51:36;normal
;2022-08-12 20:41:39;88;2022-08-12 20:41:39;87;2022-08-12 20:41:39;641;2022-08-12 20:41:39;28;2022-08-12 20:41:39;0;2022-08-12 20:41:39;43;2022-08-12 20:41:39;1;2022-08-12 20:41:39;31.4;2022-08-12 20:41:39;1660326030;2022-08-12 20:56:36;normal
;2022-08-12 20:46:36;88;2022-08-12 20:46:36;87;2022-08-12 20:46:36;622;2022-08-12 20:46:36;28;2022-08-12 20:46:36;0;2022-08-12 20:46:36;43;2022-08-12 20:46:36;1;2022-08-12 20:46:36;31.3;2022-08-12 20:46:36;1660326330;2022-08-12 21:01:37;normal
;2022-08-12 20:51:36;88;2022-08-12 20:51:36;87;2022-08-12 20:51:36;640;2022-08-12 20:51:36;28;2022-08-12 20:51:36;0;2022-08-12 20:51:36;44;2022-08-12 20:51:36;1;2022-08-12 20:51:36;31.3;2022-08-12 20:51:36;1660326630;2022-08-12 21:06:37;normal
;2022-08-12 20:56:36;87;2022-08-12 20:56:36;87;2022-08-12 20:56:36;638;2022-08-12 20:56:36;28;2022-08-12 20:56:36;0;2022-08-12 20:56:36;44;2022-08-12 20:56:36;1;2022-08-12 20:56:36;31.3;2022-08-12 20:56:36;1660326930;2022-08-12 21:16:37;normal
;2022-08-12 21:01:37;88;2022-08-12 21:01:37;87;2022-08-12 21:01:37;631;2022-08-12 21:01:37;28;2022-08-12 21:01:37;0;2022-08-12 21:01:37;44;2022-08-12 21:01:37;1;2022-08-12 21:01:37;31.2;2022-08-12 21:01:37;1660327230;2022-08-12 21:16:38;normal
;2022-08-12 21:06:37;88;2022-08-12 21:06:37;87;2022-08-12 21:06:37;636;2022-08-12 21:06:37;28;2022-08-12 21:06:37;0;2022-08-12 21:06:37;44;2022-08-12 21:06:37;1;2022-08-12 21:06:37;31.3;2022-08-12 21:06:37;1660327530;2022-08-12 21:21:36;normal
;2022-08-12 21:16:37;88;2022-08-12 21:16:37;87;2022-08-12 21:16:37;608;2022-08-12 21:16:37;28;2022-08-12 21:16:37;0;2022-08-12 21:16:37;44;2022-08-12 21:16:37;1;2022-08-12 21:16:37;31.2;2022-08-12 21:16:37;1660327902;2022-08-12 21:26:37;normal
;2022-08-12 21:16:38;88;2022-08-12 21:16:38;87;2022-08-12 21:16:38;645;2022-08-12 21:16:38;29;2022-08-12 21:16:38;0;2022-08-12 21:16:38;45;2022-08-12 21:16:38;1;2022-08-12 21:16:38;31.2;2022-08-12 21:16:38;1660328130;2022-08-12 21:31:36;normal
;2022-08-12 21:21:36;88;2022-08-12 21:21:36;87;2022-08-12 21:21:36;632;2022-08-12 21:21:36;29;2022-08-12 21:21:36;0;2022-08-12 21:21:36;43;2022-08-12 21:21:36;1;2022-08-12 21:21:36;31.2;2022-08-12 21:21:36;1660328430;2022-08-12 21:36:36;normal
;2022-08-12 21:26:37;88;2022-08-12 21:26:37;87;2022-08-12 21:26:37;631;2022-08-12 21:26:37;29;2022-08-12 21:26:37;0;2022-08-12 21:26:37;44;2022-08-12 21:26:37;1;2022-08-12 21:26:37;31.1;2022-08-12 21:26:37;1660328730;2022-08-12 21:41:36;normal
;2022-08-12 21:31:36;87;2022-08-12 21:31:36;87;2022-08-12 21:31:36;621;2022-08-12 21:31:36;29;2022-08-12 21:31:36;0;2022-08-12 21:31:36;44;2022-08-12 21:31:36;1;2022-08-12 21:31:36;31.1;2022-08-12 21:31:36;1660329030;2022-08-12 21:46:36;normal
;2022-08-12 21:36:36;88;2022-08-12 21:36:36;87;2022-08-12 21:36:36;634;2022-08-12 21:36:36;29;2022-08-12 21:36:36;0;2022-08-12 21:36:36;44;2022-08-12 21:36:36;1;2022-08-12 21:36:36;31.1;2022-08-12 21:36:36;1660329330;2022-08-12 21:51:36;normal
;2022-08-12 21:41:36;88;2022-08-12 21:41:36;87;2022-08-12 21:41:36;634;2022-08-12 21:41:36;29;2022-08-12 21:41:36;0;2022-08-12 21:41:36;44;2022-08-12 21:41:36;1;2022-08-12 21:41:36;31;2022-08-12 21:41:36;1660329630;2022-08-12 22:01:36;normal
;2022-08-12 21:46:36;88;2022-08-12 21:46:36;87;2022-08-12 21:46:36;646;2022-08-12 21:46:36;29;2022-08-12 21:46:36;0;2022-08-12 21:46:36;44;2022-08-12 21:46:36;1;2022-08-12 21:46:36;31.1;2022-08-12 21:46:36;1660329930;2022-08-12 22:01:38;normal
;2022-08-12 21:51:36;88;2022-08-12 21:51:36;87;2022-08-12 21:51:36;635;2022-08-12 21:51:36;29;2022-08-12 21:51:36;0;2022-08-12 21:51:36;44;2022-08-12 21:51:36;1;2022-08-12 21:51:36;31;2022-08-12 21:51:36;1660330230;2022-08-12 22:06:36;normal
;2022-08-12 22:01:36;88;2022-08-12 22:01:36;87;2022-08-12 22:01:36;624;2022-08-12 22:01:36;30;2022-08-12 22:01:36;0;2022-08-12 22:01:36;44;2022-08-12 22:01:36;1;2022-08-12 22:01:36;31;2022-08-12 22:01:36;1660330602;2022-08-12 22:11:36;normal
;2022-08-12 22:01:38;88;2022-08-12 22:01:38;87;2022-08-12 22:01:38;643;2022-08-12 22:01:38;30;2022-08-12 22:01:38;0;2022-08-12 22:01:38;46;2022-08-12 22:01:38;1;2022-08-12 22:01:38;31;2022-08-12 22:01:38;1660330830;2022-08-12 22:16:36;normal
;2022-08-12 22:06:36;88;2022-08-12 22:06:36;87;2022-08-12 22:06:36;626;2022-08-12 22:06:36;30;2022-08-12 22:06:36;0;2022-08-12 22:06:36;44;2022-08-12 22:06:36;1;2022-08-12 22:06:36;31;2022-08-12 22:06:36;1660331130;2022-08-12 22:21:36;normal
;2022-08-12 22:11:36;88;2022-08-12 22:11:36;87;2022-08-12 22:11:36;647;2022-08-12 22:11:36;30;2022-08-12 22:11:36;0;2022-08-12 22:11:36;44;2022-08-12 22:11:36;1;2022-08-12 22:11:36;31;2022-08-12 22:11:36;1660331430;2022-08-12 22:26:36;normal
;2022-08-12 22:16:36;89;2022-08-12 22:16:36;87;2022-08-12 22:16:36;642;2022-08-12 22:16:36;30;2022-08-12 22:16:36;0;2022-08-12 22:16:36;44;2022-08-12 22:16:36;1;2022-08-12 22:16:36;31;2022-08-12 22:16:36;1660331730;2022-08-12 22:31:36;normal
;2022-08-12 22:21:36;88;2022-08-12 22:21:36;87;2022-08-12 22:21:36;651;2022-08-12 22:21:36;31;2022-08-12 22:21:36;0;2022-08-12 22:21:36;44;2022-08-12 22:21:36;1;2022-08-12 22:21:36;31;2022-08-12 22:21:36;1660332030;2022-08-12 22:36:36;normal
;2022-08-12 22:26:36;88;2022-08-12 22:26:36;87;2022-08-12 22:26:36;620;2022-08-12 22:26:36;31;2022-08-12 22:26:36;0;2022-08-12 22:26:36;44;2022-08-12 22:26:36;1;2022-08-12 22:26:36;30.9;2022-08-12 22:26:36;1660332330;2022-08-12 22:41:36;normal
;2022-08-12 22:31:36;88;2022-08-12 22:31:36;87;2022-08-12 22:31:36;647;2022-08-12 22:31:36;31;2022-08-12 22:31:36;0;2022-08-12 22:31:36;44;2022-08-12 22:31:36;1;2022-08-12 22:31:36;30.9;2022-08-12 22:31:36;1660332630;2022-08-12 22:46:36;normal
;2022-08-12 22:36:36;88;2022-08-12 22:36:36;87;2022-08-12 22:36:36;642;2022-08-12 22:36:36;31;2022-08-12 22:36:36;0;2022-08-12 22:36:36;44;2022-08-12 22:36:36;1;2022-08-12 22:36:36;30.9;2022-08-12 22:36:36;1660332930;2022-08-12 22:51:36;normal
;2022-08-12 22:41:36;88;2022-08-12 22:41:36;87;2022-08-12 22:41:36;655;2022-08-12 22:41:36;31;2022-08-12 22:41:36;0;2022-08-12 22:41:36;44;2022-08-12 22:41:36;1;2022-08-12 22:41:36;30.9;2022-08-12 22:41:36;1660333230;2022-08-12 22:56:36;normal
;2022-08-12 22:46:36;88;2022-08-12 22:46:36;87;2022-08-12 22:46:36;659;2022-08-12 22:46:36;31;2022-08-12 22:46:36;0;2022-08-12 22:46:36;44;2022-08-12 22:46:36;1;2022-08-12 22:46:36;30.8;2022-08-12 22:46:36;1660333530;2022-08-12 23:01:36;normal
;2022-08-12 22:51:36;88;2022-08-12 22:51:36;87;2022-08-12 22:51:36;645;2022-08-12 22:51:36;31;2022-08-12 22:51:36;0;2022-08-12 22:51:36;44;2022-08-12 22:51:36;1;2022-08-12 22:51:36;30.8;2022-08-12 22:51:36;1660333830;2022-08-12 23:06:36;normal
;2022-08-12 22:56:36;88;2022-08-12 22:56:36;87;2022-08-12 22:56:36;650;2022-08-12 22:56:36;31;2022-08-12 22:56:36;0;2022-08-12 22:56:36;44;2022-08-12 22:56:36;1;2022-08-12 22:56:36;30.8;2022-08-12 22:56:36;1660334130;2022-08-12 23:11:36;normal
;2022-08-12 23:01:36;88;2022-08-12 23:01:36;87;2022-08-12 23:01:36;656;2022-08-12 23:01:36;32;2022-08-12 23:01:36;0;2022-08-12 23:01:36;44;2022-08-12 23:01:36;1;2022-08-12 23:01:36;30.8;2022-08-12 23:01:36;1660334430;2022-08-12 23:16:36;normal
;2022-08-12 23:06:36;88;2022-08-12 23:06:36;87;2022-08-12 23:06:36;643;2022-08-12 23:06:36;32;2022-08-12 23:06:36;0;2022-08-12 23:06:36;44;2022-08-12 23:06:36;1;2022-08-12 23:06:36;30.8;2022-08-12 23:06:36;1660334730;2022-08-12 23:21:36;normal
;2022-08-12 23:11:36;88;2022-08-12 23:11:36;86;2022-08-12 23:11:36;655;2022-08-12 23:11:36;32;2022-08-12 23:11:36;0;2022-08-12 23:11:36;44;2022-08-12 23:11:36;1;2022-08-12 23:11:36;30.8;2022-08-12 23:11:36;1660335030;2022-08-12 23:26:36;normal
;2022-08-12 23:16:36;88;2022-08-12 23:16:36;86;2022-08-12 23:16:36;647;2022-08-12 23:16:36;32;2022-08-12 23:16:36;0;2022-08-12 23:16:36;44;2022-08-12 23:16:36;1;2022-08-12 23:16:36;30.7;2022-08-12 23:16:36;1660335330;2022-08-12 23:31:36;normal
;2022-08-12 23:21:36;88;2022-08-12 23:21:36;86;2022-08-12 23:21:36;654;2022-08-12 23:21:36;32;2022-08-12 23:21:36;0;2022-08-12 23:21:36;44;2022-08-12 23:21:36;1;2022-08-12 23:21:36;30.7;2022-08-12 23:21:36;1660335630;2022-08-12 23:36:36;normal
;2022-08-12 23:26:36;88;2022-08-12 23:26:36;86;2022-08-12 23:26:36;653;2022-08-12 23:26:36;32;2022-08-12 23:26:36;0;2022-08-12 23:26:36;44;2022-08-12 23:26:36;1;2022-08-12 23:26:36;30.7;2022-08-12 23:26:36;1660335930;2022-08-12 23:41:36;normal
;2022-08-12 23:31:36;88;2022-08-12 23:31:36;86;2022-08-12 23:31:36;661;2022-08-12 23:31:36;32;2022-08-12 23:31:36;0;2022-08-12 23:31:36;44;2022-08-12 23:31:36;1;2022-08-12 23:31:36;30.7;2022-08-12 23:31:36;1660336230;2022-08-12 23:51:36;normal
;2022-08-12 23:36:36;88;2022-08-12 23:36:36;86;2022-08-12 23:36:36;668;2022-08-12 23:36:36;32;2022-08-12 23:36:36;0;2022-08-12 23:36:36;44;2022-08-12 23:36:36;1;2022-08-12 23:36:36;30.7;2022-08-12 23:36:36;1660336530;2022-08-12 23:51:38;normal
;2022-08-12 23:41:36;88;2022-08-12 23:41:36;86;2022-08-12 23:41:36;642;2022-08-12 23:41:36;33;2022-08-12 23:41:36;0;2022-08-12 23:41:36;44;2022-08-12 23:41:36;1;2022-08-12 23:41:36;30.6;2022-08-12 23:41:36;1660336830;2022-08-12 23:56:36;normal
;2022-08-12 23:51:36;88;2022-08-12 23:51:36;86;2022-08-12 23:51:36;664;2022-08-12 23:51:36;33;2022-08-12 23:51:36;0;2022-08-12 23:51:36;44;2022-08-12 23:51:36;1;2022-08-12 23:51:36;30.6;2022-08-12 23:51:36;1660337202;2022-08-13 00:01:36;normal
;2022-08-12 23:51:38;88;2022-08-12 23:51:38;86;2022-08-12 23:51:38;650;2022-08-12 23:51:38;33;2022-08-12 23:51:38;0;2022-08-12 23:51:38;46;2022-08-12 23:51:38;1;2022-08-12 23:51:38;30.7;2022-08-12 23:51:38;1660337430;2022-08-13 00:06:36;normal
;2022-08-12 23:56:36;88;2022-08-12 23:56:36;86;2022-08-12 23:56:36;659;2022-08-12 23:56:36;33;2022-08-12 23:56:36;0;2022-08-12 23:56:36;44;2022-08-12 23:56:36;1;2022-08-12 23:56:36;30.6;2022-08-12 23:56:36;1660337730;2022-08-13 00:11:36;normal
;2022-08-13 00:01:36;88;2022-08-13 00:01:36;86;2022-08-13 00:01:36;669;2022-08-13 00:01:36;33;2022-08-13 00:01:36;0;2022-08-13 00:01:36;44;2022-08-13 00:01:36;1;2022-08-13 00:01:36;30.5;2022-08-13 00:01:36;1660338030;2022-08-13 00:16:36;normal
;2022-08-13 00:06:36;88;2022-08-13 00:06:36;86;2022-08-13 00:06:36;661;2022-08-13 00:06:36;33;2022-08-13 00:06:36;0;2022-08-13 00:06:36;44;2022-08-13 00:06:36;1;2022-08-13 00:06:36;30.5;2022-08-13 00:06:36;1660338330;2022-08-13 00:21:36;normal
;2022-08-13 00:11:36;88;2022-08-13 00:11:36;86;2022-08-13 00:11:36;660;2022-08-13 00:11:36;33;2022-08-13 00:11:36;0;2022-08-13 00:11:36;44;2022-08-13 00:11:36;1;2022-08-13 00:11:36;30.5;2022-08-13 00:11:36;1660338630;2022-08-13 00:26:36;normal
;2022-08-13 00:16:36;88;2022-08-13 00:16:36;86;2022-08-13 00:16:36;659;2022-08-13 00:16:36;33;2022-08-13 00:16:36;0;2022-08-13 00:16:36;44;2022-08-13 00:16:36;1;2022-08-13 00:16:36;30.5;2022-08-13 00:16:36;1660338930;2022-08-13 00:31:36;normal
;2022-08-13 00:21:36;88;2022-08-13 00:21:36;86;2022-08-13 00:21:36;650;2022-08-13 00:21:36;33;2022-08-13 00:21:36;0;2022-08-13 00:21:36;44;2022-08-13 00:21:36;1;2022-08-13 00:21:36;30.5;2022-08-13 00:21:36;1660339230;2022-08-13 00:36:35;normal
;2022-08-13 00:26:36;88;2022-08-13 00:26:36;86;2022-08-13 00:26:36;657;2022-08-13 00:26:36;33;2022-08-13 00:26:36;0;2022-08-13 00:26:36;44;2022-08-13 00:26:36;1;2022-08-13 00:26:36;30.5;2022-08-13 00:26:36;1660339530;2022-08-13 00:41:36;normal
;2022-08-13 00:31:36;88;2022-08-13 00:31:36;86;2022-08-13 00:31:36;668;2022-08-13 00:31:36;33;2022-08-13 00:31:36;0;2022-08-13 00:31:36;44;2022-08-13 00:31:36;1;2022-08-13 00:31:36;30.5;2022-08-13 00:31:36;1660339830;2022-08-13 00:46:36;normal
;2022-08-13 00:36:35;88;2022-08-13 00:36:35;86;2022-08-13 00:36:35;664;2022-08-13 00:36:35;33;2022-08-13 00:36:35;0;2022-08-13 00:36:35;44;2022-08-13 00:36:35;1;2022-08-13 00:36:35;30.4;2022-08-13 00:36:35;1660340135;2022-08-13 00:51:36;normal
;2022-08-13 00:41:36;88;2022-08-13 00:41:36;86;2022-08-13 00:41:36;652;2022-08-13 00:41:36;33;2022-08-13 00:41:36;0;2022-08-13 00:41:36;47;2022-08-13 00:41:36;1;2022-08-13 00:41:36;30.4;2022-08-13 00:41:36;1660340430;2022-08-13 00:56:36;normal
;2022-08-13 00:46:36;88;2022-08-13 00:46:36;86;2022-08-13 00:46:36;655;2022-08-13 00:46:36;33;2022-08-13 00:46:36;0;2022-08-13 00:46:36;44;2022-08-13 00:46:36;1;2022-08-13 00:46:36;30.4;2022-08-13 00:46:36;1660340730;2022-08-13 01:06:36;normal
;2022-08-13 00:51:36;88;2022-08-13 00:51:36;86;2022-08-13 00:51:36;655;2022-08-13 00:51:36;33;2022-08-13 00:51:36;0;2022-08-13 00:51:36;44;2022-08-13 00:51:36;1;2022-08-13 00:51:36;30.4;2022-08-13 00:51:36;1660341030;2022-08-13 01:06:38;normal
;2022-08-13 00:56:36;88;2022-08-13 00:56:36;86;2022-08-13 00:56:36;665;2022-08-13 00:56:36;34;2022-08-13 00:56:36;0;2022-08-13 00:56:36;44;2022-08-13 00:56:36;1;2022-08-13 00:56:36;30.4;2022-08-13 00:56:36;1660341330;2022-08-13 01:11:36;normal
;2022-08-13 01:06:36;88;2022-08-13 01:06:36;86;2022-08-13 01:06:36;680;2022-08-13 01:06:36;34;2022-08-13 01:06:36;0;2022-08-13 01:06:36;44;2022-08-13 01:06:36;1;2022-08-13 01:06:36;30.4;2022-08-13 01:06:36;1660341702;2022-08-13 01:16:36;normal
;2022-08-13 01:06:38;88;2022-08-13 01:06:38;86;2022-08-13 01:06:38;645;2022-08-13 01:06:38;34;2022-08-13 01:06:38;0;2022-08-13 01:06:38;45;2022-08-13 01:06:38;1;2022-08-13 01:06:38;30.4;2022-08-13 01:06:38;1660341930;2022-08-13 01:21:36;normal
;2022-08-13 01:11:36;88;2022-08-13 01:11:36;86;2022-08-13 01:11:36;664;2022-08-13 01:11:36;34;2022-08-13 01:11:36;0;2022-08-13 01:11:36;44;2022-08-13 01:11:36;1;2022-08-13 01:11:36;30.3;2022-08-13 01:11:36;1660342230;2022-08-13 01:26:36;normal
;2022-08-13 01:16:36;88;2022-08-13 01:16:36;86;2022-08-13 01:16:36;662;2022-08-13 01:16:36;34;2022-08-13 01:16:36;0;2022-08-13 01:16:36;44;2022-08-13 01:16:36;1;2022-08-13 01:16:36;30.3;2022-08-13 01:16:36;1660342530;2022-08-13 01:31:36;normal
;2022-08-13 01:21:36;87;2022-08-13 01:21:36;86;2022-08-13 01:21:36;664;2022-08-13 01:21:36;34;2022-08-13 01:21:36;0;2022-08-13 01:21:36;44;2022-08-13 01:21:36;1;2022-08-13 01:21:36;30.3;2022-08-13 01:21:36;1660342830;2022-08-13 01:36:35;normal
;2022-08-13 01:26:36;88;2022-08-13 01:26:36;86;2022-08-13 01:26:36;659;2022-08-13 01:26:36;34;2022-08-13 01:26:36;0;2022-08-13 01:26:36;45;2022-08-13 01:26:36;1;2022-08-13 01:26:36;30.3;2022-08-13 01:26:36;1660343130;2022-08-13 01:41:36;normal
;2022-08-13 01:31:36;87;2022-08-13 01:31:36;86;2022-08-13 01:31:36;638;2022-08-13 01:31:36;34;2022-08-13 01:31:36;0;2022-08-13 01:31:36;44;2022-08-13 01:31:36;1;2022-08-13 01:31:36;30.2;2022-08-13 01:31:36;1660343430;2022-08-13 01:46:36;normal
;2022-08-13 01:36:35;88;2022-08-13 01:36:35;86;2022-08-13 01:36:35;651;2022-08-13 01:36:35;34;2022-08-13 01:36:35;0;2022-08-13 01:36:35;44;2022-08-13 01:36:35;1;2022-08-13 01:36:35;30.2;2022-08-13 01:36:35;1660343730;2022-08-13 01:56:36;normal
;2022-08-13 01:41:36;88;2022-08-13 01:41:36;86;2022-08-13 01:41:36;665;2022-08-13 01:41:36;34;2022-08-13 01:41:36;0;2022-08-13 01:41:36;45;2022-08-13 01:41:36;1;2022-08-13 01:41:36;30.2;2022-08-13 01:41:36;1660344030;2022-08-13 01:56:38;normal
;2022-08-13 01:46:36;88;2022-08-13 01:46:36;86;2022-08-13 01:46:36;654;2022-08-13 01:46:36;34;2022-08-13 01:46:36;0;2022-08-13 01:46:36;44;2022-08-13 01:46:36;1;2022-08-13 01:46:36;30.2;2022-08-13 01:46:36;1660344330;2022-08-13 02:01:36;normal
;2022-08-13 01:56:36;88;2022-08-13 01:56:36;86;2022-08-13 01:56:36;655;2022-08-13 01:56:36;34;2022-08-13 01:56:36;0;2022-08-13 01:56:36;44;2022-08-13 01:56:36;1;2022-08-13 01:56:36;30.2;2022-08-13 01:56:36;1660344702;2022-08-13 02:06:36;normal
;2022-08-13 01:56:38;87;2022-08-13 01:56:38;86;2022-08-13 01:56:38;670;2022-08-13 01:56:38;34;2022-08-13 01:56:38;0;2022-08-13 01:56:38;47;2022-08-13 01:56:38;1;2022-08-13 01:56:38;30.2;2022-08-13 01:56:38;1660344930;2022-08-13 02:11:35;normal
;2022-08-13 02:01:36;88;2022-08-13 02:01:36;86;2022-08-13 02:01:36;660;2022-08-13 02:01:36;34;2022-08-13 02:01:36;0;2022-08-13 02:01:36;45;2022-08-13 02:01:36;1;2022-08-13 02:01:36;30.2;2022-08-13 02:01:36;1660345230;2022-08-13 02:16:35;normal
;2022-08-13 02:06:36;87;2022-08-13 02:06:36;86;2022-08-13 02:06:36;653;2022-08-13 02:06:36;34;2022-08-13 02:06:36;0;2022-08-13 02:06:36;44;2022-08-13 02:06:36;1;2022-08-13 02:06:36;30.1;2022-08-13 02:06:36;1660345530;2022-08-13 02:21:35;normal
;2022-08-13 02:11:35;88;2022-08-13 02:11:35;86;2022-08-13 02:11:35;650;2022-08-13 02:11:35;34;2022-08-13 02:11:35;0;2022-08-13 02:11:35;44;2022-08-13 02:11:35;1;2022-08-13 02:11:35;30.1;2022-08-13 02:11:35;1660345830;2022-08-13 02:26:35;normal
